time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1707900636351,BUY,LIMIT,IOC,0.009,51138.3,50645.8,FILLED,0.008,0.009
1707900636351,BUY,LIMIT,IOC,0.009,51138.3,50645.8,FILLED,0.008,0.009
1707900749473,BUY,LIMIT,IOC,0.001,51204.2,50740.5,FILLED,0.001,0.001
1707900749473,BUY,LIMIT,IOC,0.001,51204.2,50740.5,FILLED,0.001,0.001
1707900770552,BUY,LIMIT,IOC,0.605,51262.9,50836.3,FILLED,0.059,0.605
1707900770552,BUY,LIMIT,IOC,0.605,51262.9,50836.3,FILLED,0.059,0.605
1707900772688,BUY,LIMIT,IOC,0.018,51299.5,50867.8,FILLED,0.018,0.018
1707900772688,BUY,LIMIT,IOC,0.018,51299.5,50867.8,FILLED,0.018,0.018
1707900835628,BUY,LIMIT,IOC,0.002,51384.3,50899.0,FILLED,0.002,0.002
1707900835628,BUY,LIMIT,IOC,0.002,51384.3,50899.0,FILLED,0.002,0.002
1707900869837,BUY,LIMIT,IOC,0.004,51417.2,50939.2,FILLED,0.004,0.004
1707900869837,BUY,LIMIT,IOC,0.004,51417.2,50939.2,FILLED,0.004,0.004
1707900915321,BUY,LIMIT,IOC,0.090,51493.5,50996.3,FILLED,0.009,0.090
1707900915321,BUY,LIMIT,IOC,0.090,51493.5,50996.3,FILLED,0.009,0.090
1707900918438,BUY,LIMIT,IOC,0.022,51496.9,51029.2,FILLED,0.002,0.022
1707900918438,BUY,LIMIT,IOC,0.022,51496.9,51029.2,FILLED,0.002,0.022
1707900935234,BUY,LIMIT,IOC,0.001,51571.5,51076.3,FILLED,0.001,0.001
1707900935234,BUY,LIMIT,IOC,0.001,51571.5,51076.3,FILLED,0.001,0.001
1707900942475,BUY,LIMIT,IOC,0.018,51649.1,51220.3,FILLED,0.018,0.018
1707900942475,BUY,LIMIT,IOC,0.018,51649.1,51220.3,FILLED,0.018,0.018
1707901042103,BUY,LIMIT,IOC,0.001,51684.3,51184.7,FILLED,0.001,0.001
1707901042103,BUY,LIMIT,IOC,0.001,51684.3,51184.7,FILLED,0.001,0.001
1707901049839,BUY,LIMIT,IOC,0.200,51661.6,51216.8,FILLED,0.059,0.200
1707901049839,BUY,LIMIT,IOC,0.200,51661.6,51216.8,FILLED,0.059,0.200
1707901080226,BUY,LIMIT,IOC,0.373,51719.6,51350.7,FILLED,0.016,0.373
1707901080226,BUY,LIMIT,IOC,0.373,51719.6,51350.7,FILLED,0.016,0.373
1707901081536,BUY,LIMIT,IOC,0.050,51770.5,51389.6,FILLED,0.042,0.050
1707901081536,BUY,LIMIT,IOC,0.050,51770.5,51389.6,FILLED,0.042,0.050
1707901083305,BUY,LIMIT,IOC,0.003,51816.4,51403.9,FILLED,0.003,0.003
1707901083305,BUY,LIMIT,IOC,0.003,51816.4,51403.9,FILLED,0.003,0.003
1707901084601,BUY,LIMIT,IOC,0.006,51815.1,51499.6,FILLED,0.006,0.006
1707901084601,BUY,LIMIT,IOC,0.006,51815.1,51499.6,FILLED,0.006,0.006
1707901085685,BUY,LIMIT,IOC,0.026,51916.2,51405.3,FILLED,0.007,0.026
1707901085685,BUY,LIMIT,IOC,0.026,51916.2,51405.3,FILLED,0.007,0.026
1707901108235,BUY,LIMIT,IOC,0.133,51919.6,51501.5,FILLED,0.012,0.133
1707901108235,BUY,LIMIT,IOC,0.133,51919.6,51501.5,FILLED,0.012,0.133
1707901110673,BUY,LIMIT,IOC,0.029,51965.1,51549.2,FILLED,0.001,0.029
1707901110673,BUY,LIMIT,IOC,0.029,51965.1,51549.2,FILLED,0.001,0.029
1707901204223,BUY,LIMIT,IOC,0.044,52047.8,51546.5,FILLED,0.017,0.044
1707901204223,BUY,LIMIT,IOC,0.044,52047.8,51546.5,FILLED,0.017,0.044
1707901272406,BUY,LIMIT,IOC,0.002,52050.4,51467.1,FILLED,0.002,0.002
1707901272406,BUY,LIMIT,IOC,0.002,52050.4,51467.1,FILLED,0.002,0.002
1707901317306,BUY,LIMIT,IOC,0.022,52053.3,51535.8,FILLED,0.019,0.022
1707901317306,BUY,LIMIT,IOC,0.022,52053.3,51535.8,FILLED,0.019,0.022
1707901523388,BUY,LIMIT,IOC,0.009,52052.9,51538.4,FILLED,0.009,0.009
1707901523388,BUY,LIMIT,IOC,0.009,52052.9,51538.4,FILLED,0.009,0.009
1707901538057,BUY,LIMIT,IOC,0.244,52073.7,51567.4,FILLED,0.004,0.244
1707901538057,BUY,LIMIT,IOC,0.244,52073.7,51567.4,FILLED,0.004,0.244
1707901559464,BUY,LIMIT,IOC,0.009,52107.7,51629.2,FILLED,0.009,0.009
1707901559464,BUY,LIMIT,IOC,0.009,52107.7,51629.2,FILLED,0.009,0.009
1707901560750,BUY,LIMIT,IOC,0.002,52115.6,51615.2,FILLED,0.002,0.002
1707901560750,BUY,LIMIT,IOC,0.002,52115.6,51615.2,FILLED,0.002,0.002
1707901708848,BUY,LIMIT,IOC,0.110,52119.4,51616.4,FILLED,0.016,0.110
1707901708848,BUY,LIMIT,IOC,0.110,52119.4,51616.4,FILLED,0.016,0.110
