time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1699838202806,BUY,LIMIT,IOC,0.001,39156.4,38800.0,FILLED,0.001,0.001
1699838202806,BUY,LIMIT,IOC,0.001,39156.4,38800.0,FILLED,0.001,0.001
1699838228705,BUY,LIMIT,IOC,0.020,39233.5,38873.4,FILLED,0.020,0.020
1699838228705,BUY,LIMIT,IOC,0.020,39233.5,38873.4,FILLED,0.020,0.020
1699845851110,SELL,LIMIT,IOC,0.001,38348.3,38500.9,FILLED,0.001,0.001
1699845851110,SELL,LIMIT,IOC,0.001,38348.3,38500.9,FILLED,0.001,0.001
1699847898150,SELL,LIMIT,IOC,0.001,37984.0,38343.1,FILLED,0.001,0.001
1699847898150,SELL,LIMIT,IOC,0.001,37984.0,38343.1,FILLED,0.001,0.001
1699848967634,SELL,LIMIT,IOC,0.067,37914.9,38269.7,FILLED,0.064,0.067
1699848967634,SELL,LIMIT,IOC,0.067,37914.9,38269.7,FILLED,0.064,0.067
1699857326042,SELL,LIMIT,IOC,0.021,37914.6,38300.0,FILLED,0.019,0.021
1699857326042,SELL,LIMIT,IOC,0.021,37914.6,38300.0,FILLED,0.019,0.021
1699875969503,SELL,LIMIT,IOC,0.004,37830.7,38122.6,FILLED,0.001,0.004
1699875969503,SELL,LIMIT,IOC,0.004,37830.7,38122.6,FILLED,0.001,0.004
1699878046059,SELL,LIMIT,IOC,0.001,38020.5,38173.3,FILLED,0.001,0.001
1699878046059,SELL,LIMIT,IOC,0.001,38020.5,38173.3,FILLED,0.001,0.001
1699886769636,SELL,LIMIT,IOC,0.001,37724.7,38039.0,FILLED,0.001,0.001
1699886769636,SELL,LIMIT,IOC,0.001,37724.7,38039.0,FILLED,0.001,0.001
1699886784889,SELL,LIMIT,IOC,0.006,37699.5,38065.7,FILLED,0.001,0.006
1699886784889,SELL,LIMIT,IOC,0.006,37699.5,38065.7,FILLED,0.001,0.006
1699896076996,SELL,LIMIT,IOC,0.001,37769.1,38142.8,FILLED,0.001,0.001
1699896076996,SELL,LIMIT,IOC,0.001,37769.1,38142.8,FILLED,0.001,0.001
1699910047698,SELL,LIMIT,IOC,0.011,37649.7,38039.3,FILLED,0.007,0.011
1699910047698,SELL,LIMIT,IOC,0.011,37649.7,38039.3,FILLED,0.007,0.011
1699910064383,SELL,LIMIT,IOC,0.038,37607.0,37930.0,FILLED,0.038,0.038
1699910064383,SELL,LIMIT,IOC,0.038,37607.0,37930.0,FILLED,0.038,0.038
1699910065531,SELL,LIMIT,IOC,0.020,37606.6,37900.0,FILLED,0.020,0.020
1699910065531,SELL,LIMIT,IOC,0.020,37606.6,37900.0,FILLED,0.020,0.020
1699910068633,SELL,LIMIT,IOC,0.086,37548.2,37828.9,FILLED,0.039,0.086
1699910068633,SELL,LIMIT,IOC,0.086,37548.2,37828.9,FILLED,0.039,0.086
1699910245081,SELL,LIMIT,IOC,1.307,37504.5,37852.5,FILLED,0.902,1.307
1699910245081,SELL,LIMIT,IOC,1.307,37504.5,37852.5,FILLED,0.902,1.307
1699910248053,SELL,LIMIT,IOC,0.176,37494.9,37824.5,FILLED,0.160,0.176
1699910248053,SELL,LIMIT,IOC,0.176,37494.9,37824.5,FILLED,0.160,0.176
1699911250263,SELL,LIMIT,IOC,0.020,37462.8,37800.2,FILLED,0.012,0.020
1699911250263,SELL,LIMIT,IOC,0.020,37462.8,37800.2,FILLED,0.012,0.020
