time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1701052855371,SELL,LIMIT,IOC,0.014,38131.0,38502.8,FILLED,0.006,0.014
1701052855371,SELL,LIMIT,IOC,0.014,38131.0,38502.8,FILLED,0.006,0.014
1701056161649,SELL,LIMIT,IOC,0.003,38056.2,38413.5,FILLED,0.002,0.003
1701056161649,SELL,LIMIT,IOC,0.003,38056.2,38413.5,FILLED,0.002,0.003
1701070173172,SELL,LIMIT,IOC,0.143,37983.0,38323.9,FILLED,0.048,0.143
1701070173172,SELL,LIMIT,IOC,0.143,37983.0,38323.9,FILLED,0.048,0.143
1701081437109,SELL,LIMIT,IOC,1.298,37917.0,38273.3,FILLED,0.073,1.298
1701081437109,SELL,LIMIT,IOC,1.298,37917.0,38273.3,FILLED,0.073,1.298
1701081579603,SELL,LIMIT,IOC,0.001,37862.7,38201.2,FILLED,0.001,0.001
1701081579603,SELL,LIMIT,IOC,0.001,37862.7,38201.2,FILLED,0.001,0.001
1701081606385,SELL,LIMIT,IOC,0.060,37844.2,38200.0,FILLED,0.058,0.060
1701081606385,SELL,LIMIT,IOC,0.060,37844.2,38200.0,FILLED,0.058,0.060
1701082686414,SELL,LIMIT,IOC,0.031,37817.5,38200.0,FILLED,0.031,0.031
1701082686414,SELL,LIMIT,IOC,0.031,37817.5,38200.0,FILLED,0.031,0.031
1701091162730,SELL,LIMIT,IOC,0.023,37611.2,37909.8,FILLED,0.016,0.023
1701091162730,SELL,LIMIT,IOC,0.023,37611.2,37909.8,FILLED,0.016,0.023
1701092654219,SELL,LIMIT,IOC,0.001,37589.5,37972.3,FILLED,0.001,0.001
1701092654219,SELL,LIMIT,IOC,0.001,37589.5,37972.3,FILLED,0.001,0.001
1701096802920,SELL,LIMIT,IOC,0.003,37486.9,37860.1,FILLED,0.003,0.003
1701096802920,SELL,LIMIT,IOC,0.003,37486.9,37860.1,FILLED,0.003,0.003
1701097020030,SELL,LIMIT,IOC,0.002,37479.5,37831.6,FILLED,0.002,0.002
1701097020030,SELL,LIMIT,IOC,0.002,37479.5,37831.6,FILLED,0.002,0.002
1701099966207,SELL,LIMIT,IOC,0.104,37588.2,37971.2,FILLED,0.031,0.104
1701099966207,SELL,LIMIT,IOC,0.104,37588.2,37971.2,FILLED,0.031,0.104
1701100215671,SELL,LIMIT,IOC,0.614,37525.4,37917.4,FILLED,0.614,0.614
1701100215671,SELL,LIMIT,IOC,0.614,37525.4,37917.4,FILLED,0.614,0.614
1701100814198,SELL,LIMIT,IOC,0.001,37444.9,37802.9,FILLED,0.001,0.001
1701100814198,SELL,LIMIT,IOC,0.001,37444.9,37802.9,FILLED,0.001,0.001
1701111232183,SELL,LIMIT,IOC,0.001,38308.5,38308.5,FILLED,0.001,0.001
1701111232183,SELL,LIMIT,IOC,0.001,38308.5,38308.5,FILLED,0.001,0.001
1701114352848,SELL,LIMIT,IOC,0.015,37531.8,37893.1,FILLED,0.002,0.015
1701114352848,SELL,LIMIT,IOC,0.015,37531.8,37893.1,FILLED,0.002,0.015
