time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1697727687066,BUY,LIMIT,IOC,0.005,29588.0,29299.9,FILLED,0.005,0.005
1697727687066,BUY,LIMIT,IOC,0.005,29588.0,29299.9,FILLED,0.005,0.005
1697732193121,BUY,LIMIT,IOC,0.250,29647.7,29447.0,FILLED,0.199,0.250
1697732193121,BUY,LIMIT,IOC,0.250,29647.7,29447.0,FILLED,0.199,0.250
1697737094290,SELL,LIMIT,IOC,0.023,28807.3,29088.5,FILLED,0.018,0.023
1697737094290,SELL,LIMIT,IOC,0.023,28807.3,29088.5,FILLED,0.018,0.023
1697744232156,BUY,LIMIT,IOC,0.117,29587.1,29320.2,FILLED,0.008,0.117
1697744232156,BUY,LIMIT,IOC,0.117,29587.1,29320.2,FILLED,0.008,0.117
