,price,amount
0,26292.600000000002,100320.876
1,26292.600000000002,590093.586
2,26292.510000000002,207535.5456
3,26298.54,112557.75119999998
4,26289.63,260705.49750000003
5,26281.710000000003,128605.1676
6,26281.710000000003,582899.1259
7,26281.17,739172.5068999999
8,26281.17,119082.9014
9,26281.710000000003,284630.9193
10,26280.9,594152.7470000001
11,26281.17,150299.0911
12,26281.62,181547.5906
13,26281.710000000003,115873.1392
14,26285.13,144305.3637
15,26285.4,102367.03
16,26286.39,161778.12689999997
17,26286.93,220897.8351
18,26282.160000000003,249505.30560000002
19,26284.59,214628.2799
20,26285.850000000002,131838.141
21,26284.59,153005.5189
22,26282.160000000003,125949.9512
23,26282.160000000003,515422.36
24,26289.0,235520.23
25,26289.0,118212.87
26,26289.9,147135.807
27,26292.510000000002,292139.0
28,26292.510000000002,110370.11420000001
29,26293.410000000003,203394.1338
30,26294.94,321236.51699999993
31,26294.94,199987.62699999998
32,26295.57,104481.0648
33,26297.460000000003,292194.0
34,26290.8,585788.236
35,26291.25,112205.21250000001
36,26300.61,108416.959
37,26300.61,105260.8858
38,26303.04,109479.0976
39,26305.11,250336.96349999998
40,26301.69,129375.09069999999
41,26305.83,122263.65209999999
42,26307.0,162928.02
43,26308.710000000003,159752.3335
44,26309.160000000003,149640.6556
45,26309.52,132073.7904
46,26309.7,474802.386
47,26310.780000000002,142136.6804
48,26315.010000000002,165872.2797
49,26316.0,114796.24
50,26316.0,103421.88
51,26309.160000000003,298316.642
52,26309.160000000003,136573.7728
53,26300.79,761641.6553
54,26301.33,170432.6184
55,26301.42,112044.0492
56,26301.510000000002,106111.9809
57,26305.739999999998,677898.9198
58,26308.62,125316.7266
59,26306.37,249179.7825
60,26303.22,124268.1016
61,26297.460000000003,987557.2812000001
62,26300.97,190389.7995
63,26302.32,120172.3776
64,26302.5,500127.425
65,26306.910000000003,100024.71780000001
66,26305.56,134626.0104
67,26305.56,704696.724
68,26317.08,518387.99360000005
69,26317.710000000003,542378.7612
70,26320.23,108029.9218
71,26320.5,173422.85
72,26320.68,150554.2896
73,26317.710000000003,117435.4704
74,26308.98,109006.8738
75,26308.98,125347.67360000001
76,26308.98,470463.02680000005
77,26312.94,457698.97299999994
78,26321.4,181763.88999999998
79,26322.3,147375.633
80,26319.960000000003,584917.2444000001
81,26322.660000000003,1113126.7966
82,26323.65,191636.172
83,26324.82,423537.104
84,26325.0,195390.0
85,26325.0,452468.25
86,26320.410000000003,150611.23500000002
87,26323.02,108363.099
88,26325.81,107497.0575
89,26329.5,174155.015
90,26330.4,298498.968
91,26330.4,412714.392
92,26325.09,249971.35459999996
93,26325.09,116093.64689999999
94,26325.09,276120.94399999996
95,26325.9,147015.52599999998
96,26330.489999999998,182060.71029999998
97,26330.94,304239.38339999993
98,26330.94,235076.781
99,26331.93,117030.8
100,26333.460000000003,117037.6
101,26332.29,500079.44519999996
102,26333.100000000002,156330.837
103,26333.460000000003,101500.8586
104,26334.0,138312.02000000002
105,26334.0,817846.26
106,26337.510000000002,146319.5
107,26340.210000000003,214087.37350000002
108,26338.05,129758.793
109,26340.3,109224.444
110,26341.65,102293.4075
111,26338.14,124930.5774
112,26340.39,117068.4
113,26340.660000000003,134015.4246
114,26338.32,211233.3264
115,26325.63,116242.28180000001
116,26325.63,168981.29390000002
117,26327.160000000003,216877.2936
118,26327.25,287552.075
119,26327.25,114231.0125
120,26326.89,167585.28089999998
121,26328.510000000002,142846.7937
122,26328.600000000002,178361.638
123,26328.600000000002,284173.356
124,26331.84,292605.25759999995
125,26331.84,176832.93439999997
126,26332.92,464073.8268
127,26338.23,367447.5732
128,26343.0,440162.26
129,26343.9,159322.05299999999
130,26345.97,188080.95249999998
131,26348.4,134611.048
132,26348.760000000002,452378.9328
133,26348.760000000002,199782.15360000002
134,26347.32,631662.3596000001
135,26349.12,237903.2768
136,26349.3,121967.982
137,26349.210000000003,340753.8391
138,26348.489999999998,298586.94389999995
139,26348.58,177501.6006
140,26348.489999999998,878283.0
141,26341.83,155416.797
142,26345.07,146507.8615
143,26345.160000000003,122973.35239999999
144,26345.160000000003,112903.64680000002
145,26349.3,146385.0
146,26345.25,113226.03
147,26340.39,159973.9686
148,26340.48,274760.4736
149,26342.64,117810.14
150,26343.54,196552.079
151,26347.23,146461.3241
152,26342.010000000002,266229.9144
153,26344.260000000002,126159.734
154,26346.960000000003,151085.1784
155,26348.760000000002,141902.71080000003
156,26351.55,125491.93699999999
157,26351.55,148652.0215
158,26351.55,206186.239
159,26352.0,305888.16
160,26352.09,121043.93340000001
161,26354.97,121642.82819999999
162,26355.510000000002,100560.91260000001
163,26355.239999999998,170899.0896
164,26356.32,147448.968
165,26356.5,245554.725
166,26356.59,185052.5469
167,26356.68,300495.4372
168,26356.86,143234.8914
169,26357.58,101564.5416
170,26357.94,109971.18299999999
171,26359.11,124620.0145
172,26359.2,989085.0480000001
173,26359.29,161699.60009999998
174,26360.64,207663.264
175,26360.100000000002,339313.065
176,26361.0,424997.89999999997
177,26361.54,172550.9246
178,26361.9,338135.304
179,26362.17,111658.4356
180,26362.260000000002,194904.9756
181,26363.61,107856.4578
182,26363.97,123119.7399
183,26364.600000000002,197617.32400000002
184,26365.5,618153.7949999999
185,26366.22,115659.81839999999
186,26364.960000000003,208283.184
187,26367.030000000002,150438.5545
188,26367.12,254354.8176
189,26366.760000000002,156882.222
190,26367.57,199924.7752
191,26368.56,150857.4616
192,26368.739999999998,141043.46039999998
193,26368.92,126834.50519999999
194,26369.19,223727.9276
195,26369.64,665452.5151999999
196,26369.73,178142.176
197,26370.0,2769055.1
198,26370.45,151219.8805
199,26371.350000000002,118465.9645
200,26371.98,110029.761
201,26373.33,102562.95
202,26373.600000000002,114490.728
203,26372.88,121959.9184
204,26373.960000000003,151943.31399999998
205,26374.23,151475.9943
206,26375.13,176713.371
207,26374.77,184682.00059999997
208,26374.68,103476.6612
209,26375.760000000002,139879.4472
210,26376.12,212650.1408
211,26377.47,171863.8712
212,26377.2,126962.256
213,26377.65,281244.366
214,26377.83,113541.9038
215,26378.460000000003,303029.8866
216,26379.0,900256.65
217,26378.64,127789.856
