,price,amount
0,29805.216,160129.984
1,29800.83,125280.35200000001
2,29800.83,152626.996
3,29800.83,349049.5255
4,29800.83,275248.6465
5,29799.81,231123.8205
6,29799.81,105175.8
7,29799.3,315434.35500000004
8,29799.198,280463.04
9,29801.136,251206.04640000002
10,29805.012,133596.5832
11,29805.012,141340.0422
12,29797.566,101311.72439999999
13,29797.260000000002,104962.309
14,29794.811999999998,198281.5528
15,29791.65,112974.61
16,29787.365999999998,343868.8575
17,29785.836,176174.4594
18,29785.836,420243.1038
19,29788.794,107444.0913
20,29788.794,114920.4945
21,29788.794,121754.39429999999
22,29785.224000000002,200466.238
23,29790.63,230497.698
24,29786.346,292519.43909999996
25,29789.508,254729.4988
26,29800.83,134629.63199999998
27,29805.114,347083.4746
28,29803.686,235712.0931
29,29803.686,248247.1728
30,29798.892,723470.3544
31,29812.356,222774.2916
32,29808.48,120052.192
33,29817.966,206767.13090000002
34,29824.698,156287.2655
35,29824.698,120263.70870000002
36,29826.024,125824.8836
37,29826.024,223168.8384
38,29823.066,134759.3247
39,29819.291999999998,130912.53879999998
40,29817.354000000003,107488.6379
41,29817.354000000003,100589.72069999999
42,29816.946,102751.5345
43,29816.946,166594.87769999998
44,29816.946,451814.4288
45,29815.212,127620.79959999998
46,29809.602,114591.61709999999
47,29808.48,146120.0
48,29807.46,112830.00300000001
49,29807.46,146115.0
50,29818.374,111906.6036
51,29813.784,307374.2672
52,29810.214,251779.40550000002
53,29807.766,244920.4773
54,29807.664,211546.74480000001
55,29804.4,192004.62
56,29817.456,103162.5512
57,29817.456,142802.228
58,29814.396,138373.8732
59,29827.962,391009.4901
60,29827.86,205490.56100000002
61,29826.738,156473.4069
62,29831.43,235492.818
63,29826.636,271597.8384
64,29826.84,185832.91
65,29826.636,171386.1898
66,29822.454,153936.49049999999
67,29822.352,235742.76880000002
68,29822.352,237233.88640000002
69,29819.904000000002,184210.9952
70,29818.782,132138.13199999998
71,29818.170000000002,259681.1805
72,29818.068000000003,173792.56300000002
73,29832.756,396424.6812
74,29834.694,170262.5037
75,29834.898,246781.4063
76,29839.488,116695.8016
77,29836.02,134583.851
78,29835.0,153270.0
79,29834.082,116031.1797
80,29833.775999999998,255517.5168
81,29833.674000000003,140218.2678
82,29833.572,208133.03759999998
83,29832.552,363050.45879999996
84,29830.818000000003,185360.5142
85,29841.12,122143.79999999999
86,29839.08,110872.66
87,29843.976,167945.512
88,29843.16,118992.28600000001
89,29852.238,237237.4914
90,29849.79,120745.327
91,29853.87,198440.43
92,29853.87,124098.44
93,29853.87,209503.923
94,29851.728000000003,249027.79760000002
95,29849.79,103771.917
96,29853.666,234878.1075
97,29849.994000000002,109742.625
98,29849.994000000002,131808.2088
99,29849.892,146381.5292
100,29847.444,104700.1516
101,29846.832,180075.8864
102,29843.16,502242.82800000004
103,29838.774,105371.8274
104,29839.998000000003,152096.2251
105,29839.386,160547.59840000002
106,29839.182,146797.07379999998
107,29839.08,274753.56799999997
108,29848.260000000002,130308.13900000001
109,29844.282,213708.4664
110,29847.138000000003,122373.26580000002
111,29862.336,100565.808
112,29862.438000000002,193637.4166
113,29862.336,241738.53759999998
114,29862.336,369180.448
115,29862.336,548940.0
116,29862.336,517877.3152
117,29862.234,183535.6323
118,29861.826,151504.85249999998
119,29858.256,112144.0968
120,29857.644,250570.032
121,29862.438000000002,292769.0
122,29862.438000000002,100566.1515
123,29862.438000000002,148258.22160000002
124,29854.89,1465582.404
125,29857.95,472487.4224999999
126,29857.440000000002,101076.216
127,29860.092,146373.0
128,29860.092,277142.6382
129,29856.216,219648.0832
130,29864.988,250748.78160000002
131,29897.118000000002,104083.0059
132,29897.016,122226.036
133,29893.65,345828.5
134,29885.898,233403.00340000002
135,29882.022,112731.39279999999
136,29881.920000000002,105055.45599999999
137,29878.451999999997,114885.5772
138,29878.350000000002,120333.59
139,29876.412,105299.707
140,29876.82,137052.589
141,29889.57,160143.6275
142,29894.976,150207.6
143,29904.156,213961.3044
144,29904.156,590519.1276
145,29901.3,304788.055
146,29899.77,100838.44
147,29900.076,348306.57159999997
148,29900.178000000004,140823.9756
149,29893.14,247292.46600000001
150,29891.814000000002,221316.6464
151,29895.384000000002,152525.0768
152,29898.954,149172.3303
153,29900.178000000004,182918.736
154,29905.176,315323.694
155,29905.176,165416.6696
156,29910.378,102897.5651
157,29906.604000000003,165453.8886
158,29905.38,154071.345
159,29908.032,106965.1968
160,29908.032,246770.5856
161,29908.746,147197.946
162,29913.54,372218.284
163,29916.498000000003,126382.53910000001
164,29916.396,138788.6136
165,29917.518000000004,334900.21619999997
166,29917.518000000004,376931.39590000006
167,29913.54,313681.592
168,29905.074,270318.41400000005
169,29903.034,138814.57450000002
170,29896.2,146696.55
171,29899.77,145863.976
172,29899.77,117254.0
173,29906.502,202338.01009999998
174,29906.4,111210.76000000001
175,29902.626,187477.73849999998
176,29900.892,208133.65999999997
177,29899.974000000002,109369.4147
178,29895.18,154780.829
179,29894.976,118231.69919999999
180,29892.324,117312.71860000001
181,29892.221999999998,189200.1816
182,29891.916,117662.78699999998
183,29891.814000000002,160126.34480000002
184,29886.0,112834.3
185,29878.86,111020.47
186,29878.86,102203.277
187,29882.124,461503.0386
188,29881.920000000002,178500.528
189,29880.186,106601.95769999998
190,29881.308,165782.6686
191,29881.308,172256.95200000002
192,29881.308,107279.75480000001
193,29883.246,114435.2538
194,29896.098,149539.1098
195,29896.098,292717.97130000003
196,29895.486,168118.14479999998
197,29894.670000000002,272481.12450000003
198,29894.16,188919.368
199,29896.811999999998,122782.10339999999
200,29895.282,151557.3561
201,29901.198,237069.5963
202,29902.218,131921.55000000002
203,29904.258,196136.75100000002
204,29904.258,156674.85760000002
205,29906.298000000003,139826.6031
206,29903.748000000003,234539.2
207,29902.83,112604.6765
208,29908.032,101159.52
209,29919.966,666745.909
210,29918.742,694965.4453
211,29921.598,164040.7608
212,29921.088000000003,184073.36000000002
213,29919.558,120147.55840000001
214,29916.600000000002,221060.21
215,29918.028000000002,373359.3906
216,29915.682,184802.6591
217,29918.232,184114.4532
218,29916.498000000003,184162.44210000001
219,29911.704,100233.53360000001
220,29908.746,303251.2266
221,29909.256,144238.85319999998
222,29909.358000000004,163973.6568
223,29912.928000000004,109886.0208
224,29912.928000000004,410100.3776
225,29912.622,128565.62240000001
226,29912.52,188624.83200000002
227,29906.4,175920.0
228,29906.4,657764.88
229,29905.686,144397.5525
230,29907.012,141941.0246
231,29905.686,108481.41
232,29903.951999999997,191326.65759999998
233,29902.524,869108.0652000001
234,29902.32,108146.724
235,29900.586,207134.8438
236,29889.162,114194.18069999998
237,29887.02,105014.784
238,29891.508,269902.73400000005
239,29888.448,234682.92160000003
240,29882.634000000002,100604.8678
241,29881.614,107280.8534
242,29879.37,131557.1085
243,29878.350000000002,228129.99000000002
244,29879.37,378032.6175
245,29880.798000000003,169763.9455
246,29875.8,127177.18
247,29873.148,395116.3134
248,29872.128,368130.048
249,29870.7,156499.04
250,29870.7,120214.92500000002
251,29871.618000000002,156152.4188
252,29874.168,229357.4604
253,29875.494000000002,158515.8564
254,29875.596,113673.7138
255,29868.048000000003,294317.4024
256,29873.556,292233.66839999997
257,29868.762,100323.9006
258,29866.008,133577.18480000002
259,29865.600000000002,155740.32
260,29862.03,292765.0
261,29862.03,202183.509
262,29863.458000000002,276412.65390000003
263,29860.5,468400.0
264,29858.766,457541.679
265,29858.664,106203.16960000001
266,29857.440000000002,116502.56
267,29850.912,124876.3152
268,29849.688000000002,120159.62640000001
269,29849.381999999998,109974.48779999999
270,29851.014000000003,146328.5
271,29852.850000000002,155820.16999999998
272,29846.424000000003,138346.9536
273,29846.22,105105.512
274,29845.2,177959.32
275,29850.096,305319.6584
276,29845.71,267528.7515
277,29844.384000000002,124936.78399999999
278,29836.02,118817.562
279,29835.0,154352.25
280,29832.756,150450.6832
281,29840.61,190394.794
282,29833.572,149957.5722
283,29831.634000000002,174222.5919
284,29831.328,364995.07200000004
285,29835.102,384580.3148
286,29826.33,119977.87449999999
287,29828.166,590743.9033
288,29828.166,182448.94869999998
289,29828.166,197918.6544
290,29827.044,163200.7182
291,29826.942,169370.2432
292,29826.534,139307.45880000002
293,29824.902,248920.97129999998
294,29824.8,317868.04000000004
295,29827.758,158291.8177
296,29818.986,119655.9899
297,29824.698,159152.7757
298,29824.596,353362.983
299,29822.861999999997,121104.2102
300,29822.861999999997,152447.4534
301,29815.824,104004.6096
302,29814.906,333400.8018
303,29815.11,117711.22350000001
304,29814.600000000002,193210.30000000002
305,29814.701999999997,180466.6374
306,29814.09,100754.0865
307,29813.172,102417.0144
308,29812.662,188228.964
309,29815.314000000002,179008.8068
310,29815.314000000002,459068.1435
311,29811.744000000002,146603.6352
312,29811.744000000002,236243.45760000002
313,29809.5,111756.4
314,29808.48,250946.48799999998
315,29808.378,381196.5516
316,29804.4,310257.96
317,29800.932,143161.34
318,29800.32,190634.40000000002
319,29799.3,123287.29999999999
320,29797.668,196226.4078
321,29797.668,132424.3422
322,29797.668,151062.49140000003
323,29797.566,257924.2257
324,29796.546,171417.7764
325,29796.342,164610.18349999998
326,29796.342,150267.0424
327,29803.074,174903.1382
328,29805.420000000002,125211.985
329,29804.4,299621.88
330,29802.36,149888.34
331,29816.436,418774.7668
332,29807.052,254411.9556
333,29812.254,356490.2569
334,29816.538,371771.3042
335,29814.498000000003,174502.503
336,29812.56,117993.436
337,29812.254,254573.26700000002
338,29810.622,319938.11669999996
339,29822.454,398831.4657
340,29818.68,132430.02000000002
341,29826.84,416903.194
342,29820.72,125305.49599999998
343,29828.268000000004,186163.4844
344,29830.002,113207.7821
345,29826.024,117374.17680000002
346,29822.760000000002,114671.436
347,29822.25,104904.15000000001
348,29821.025999999998,164424.95119999998
349,29819.904000000002,138604.0832
350,29816.946,655680.489
351,29816.13,179481.41
352,29815.008,144632.0192
353,29814.498000000003,228490.1283
354,29812.764000000003,147193.2152
355,29809.5,102959.675
356,29807.868000000002,134602.9804
357,29808.174000000003,443265.0816
358,29808.174000000003,137614.4033
359,29818.986,245041.90259999997
360,29818.986,149621.14740000002
361,29822.148,191680.39440000002
362,29816.436,136950.98299999998
363,29806.746,233895.28919999997
364,29808.275999999998,459953.3882
365,29808.072,184722.37559999997
366,29807.358000000004,212859.6036
367,29806.541999999998,183573.2322
368,29805.93,492440.718
369,29804.706,101219.1192
370,29802.36,167477.576
371,29802.36,117397.924
372,29801.748000000003,119236.20940000002
373,29801.748000000003,113743.3382
374,29801.748000000003,124086.2978
375,29807.052,161074.97119999997
376,29804.706,227509.25579999998
377,29799.606,467269.5082
378,29799.198,253205.53830000001
379,29799.504,100558.71840000001
380,29794.506,156158.2638
381,29794.2,203243.18
382,29787.876,131563.119
383,29787.876,108579.72839999999
384,29787.876,106506.25859999999
385,29787.774,503384.17689999996
386,29787.264000000003,125836.58880000001
387,29787.162,527992.048
388,29784.0,1115381.6
389,29784.408000000003,268380.8764
390,29783.184,222322.7088
391,29779.002,104138.9217
392,29779.104000000003,144282.6784
393,29778.39,177123.0315
394,29777.778000000002,187103.7051
395,29776.451999999997,186569.9066
396,29775.942,203206.2081
397,29775.84,126109.44
398,29775.636,139098.927
399,29777.471999999998,265895.3088
400,29775.228000000003,138775.9156
401,29774.106,191079.7038
402,29785.938000000002,539505.1025
403,29789.406,185979.3504
404,29789.406,116821.2
405,29789.406,133585.0422
406,29785.326,138793.7789
407,29784.918,159524.5167
408,29781.96,163537.998
409,29781.348,220703.1466
410,29782.878,132183.4203
411,29786.244000000002,365173.51100000006
412,29783.796,797767.7358
413,29780.838000000003,156203.415
414,29780.736,525629.9904
415,29780.226,467520.3519
416,29777.166,457108.69139999995
417,29778.288,437916.0
418,29778.288,125857.05840000001
419,29781.348,205403.709
420,29774.922,115158.88949999999
421,29771.861999999997,122590.02
422,29772.576,351579.09599999996
423,29771.760000000002,329007.136
424,29767.986,109441.125
425,29769.618000000002,146133.8013
426,29769.618000000002,181010.9518
427,29769.618000000002,102588.4385
428,29769.618000000002,164141.5016
429,29768.598,106670.8095
430,29763.600000000002,911233.04
431,29765.436,192395.6074
432,29761.662,248013.84999999998
433,29769.516,100486.70939999999
434,29770.128,124363.2504
435,29760.744000000002,121873.1644
436,29756.97,122178.61799999999
437,29758.296,303505.4444
438,29755.440000000002,150906.756
439,29753.91,191475.162
440,29753.91,107668.3155
441,29755.032,244574.6944
442,29756.154000000002,111439.71399999999
443,29753.4,241935.98
444,29751.36,107134.064
445,29751.36,283804.64
446,29751.36,134231.136
447,29759.724000000002,196034.88780000003
448,29759.724000000002,178937.6346
449,29758.194,291747.0
450,29758.194,151037.4219
451,29755.032,291716.0
452,29758.194,239320.0641
453,29758.194,383588.9556
454,29758.194,105320.667
455,29754.624,164146.3424
456,29758.704,194802.8104
