,price,amount
0,29513.007999999998,160129.984
1,29508.665,125280.35200000001
2,29508.665,152626.996
3,29508.665,349049.5255
4,29508.665,275248.6465
5,29507.655,231123.8205
6,29507.655,105175.8
7,29507.15,315434.35500000004
8,29507.049000000003,280463.04
9,29508.968,251206.04640000002
10,29512.806,133596.5832
11,29512.806,141340.0422
12,29505.433,101311.72439999999
13,29505.13,104962.309
14,29502.706,198281.5528
15,29499.575,112974.61
16,29495.333,343868.8575
17,29493.818,176174.4594
18,29493.818,420243.1038
19,29496.747,107444.0913
20,29496.747,114920.4945
21,29496.747,121754.39429999999
22,29493.212,200466.238
23,29498.565,230497.698
24,29494.323,292519.43909999996
25,29497.454,254729.4988
26,29508.665,134629.63199999998
27,29512.907,347083.4746
28,29511.493,235712.0931
29,29511.493,248247.1728
30,29506.746,723470.3544
31,29520.078,222774.2916
32,29516.24,120052.192
33,29525.632999999998,206767.13090000002
34,29532.299000000003,156287.2655
35,29532.299000000003,120263.70870000002
36,29533.612,125824.8836
37,29533.612,223168.8384
38,29530.683,134759.3247
39,29526.946,130912.53879999998
40,29525.027000000002,107488.6379
41,29525.027000000002,100589.72069999999
42,29524.623,102751.5345
43,29524.623,166594.87769999998
44,29524.623,451814.4288
45,29522.906,127620.79959999998
46,29517.351,114591.61709999999
47,29516.24,146120.0
48,29515.23,112830.00300000001
49,29515.23,146115.0
50,29526.037,111906.6036
51,29521.492000000002,307374.2672
52,29517.957000000002,251779.40550000002
53,29515.533,244920.4773
54,29515.432,211546.74480000001
55,29512.2,192004.62
56,29525.128,103162.5512
57,29525.128,142802.228
58,29522.097999999998,138373.8732
59,29535.531,391009.4901
60,29535.43,205490.56100000002
61,29534.319000000003,156473.4069
62,29538.965,235492.818
63,29534.218,271597.8384
64,29534.420000000002,185832.91
65,29534.218,171386.1898
66,29530.077,153936.49049999999
67,29529.976,235742.76880000002
68,29529.976,237233.88640000002
69,29527.552,184210.9952
70,29526.441,132138.13199999998
71,29525.835,259681.1805
72,29525.734,173792.56300000002
73,29540.278,396424.6812
74,29542.197,170262.5037
75,29542.399,246781.4063
76,29546.944000000003,116695.8016
77,29543.510000000002,134583.851
78,29542.5,153270.0
79,29541.591,116031.1797
80,29541.288,255517.5168
81,29541.187,140218.2678
82,29541.086,208133.03759999998
83,29540.075999999997,363050.45879999996
84,29538.359,185360.5142
85,29548.56,122143.79999999999
86,29546.54,110872.66
87,29551.388,167945.512
88,29550.58,118992.28600000001
89,29559.569000000003,237237.4914
90,29557.145,120745.327
91,29561.185,198440.43
92,29561.185,124098.44
93,29561.185,209503.923
94,29559.064000000002,249027.79760000002
95,29557.145,103771.917
96,29560.983,234878.1075
97,29557.347,109742.625
98,29557.347,131808.2088
99,29557.246,146381.5292
100,29554.822,104700.1516
101,29554.216,180075.8864
102,29550.58,502242.82800000004
103,29546.237,105371.8274
104,29547.449,152096.2251
105,29546.843,160547.59840000002
