,price,amount
0,30389.632,160129.984
1,30385.16,125280.35200000001
2,30385.16,152626.996
3,30385.16,349049.5255
4,30385.16,275248.6465
5,30384.120000000003,231123.8205
6,30384.120000000003,105175.8
7,30383.600000000002,315434.35500000004
8,30383.496000000003,280463.04
9,30385.472,251206.04640000002
10,30389.424,133596.5832
11,30389.424,141340.0422
12,30381.832,101311.72439999999
13,30381.52,104962.309
14,30379.024,198281.5528
15,30375.8,112974.61
16,30371.432,343868.8575
17,30369.872,176174.4594
18,30369.872,420243.1038
19,30372.888000000003,107444.0913
20,30372.888000000003,114920.4945
21,30372.888000000003,121754.39429999999
22,30369.248000000003,200466.238
23,30374.760000000002,230497.698
24,30370.392,292519.43909999996
25,30373.616,254729.4988
26,30385.16,134629.63199999998
27,30389.528000000002,347083.4746
28,30388.072,235712.0931
29,30388.072,248247.1728
30,30383.184,723470.3544
31,30396.912,222774.2916
32,30392.960000000003,120052.192
33,30402.632,206767.13090000002
34,30409.496000000003,156287.2655
35,30409.496000000003,120263.70870000002
36,30410.848,125824.8836
37,30410.848,223168.8384
38,30407.832,134759.3247
39,30403.984,130912.53879999998
40,30402.008,107488.6379
41,30402.008,100589.72069999999
42,30401.592,102751.5345
43,30401.592,166594.87769999998
44,30401.592,451814.4288
45,30399.824,127620.79959999998
46,30394.104,114591.61709999999
47,30392.960000000003,146120.0
48,30391.920000000002,112830.00300000001
49,30391.920000000002,146115.0
50,30403.048000000003,111906.6036
51,30398.368000000002,307374.2672
52,30394.728000000003,251779.40550000002
53,30392.232,244920.4773
54,30392.128,211546.74480000001
55,30388.8,192004.62
56,30402.112,103162.5512
57,30402.112,142802.228
58,30398.992000000002,138373.8732
59,30412.824,391009.4901
60,30412.72,205490.56100000002
61,30411.576,156473.4069
62,30416.36,235492.818
63,30411.472,271597.8384
64,30411.68,185832.91
65,30411.472,171386.1898
66,30407.208000000002,153936.49049999999
67,30407.104,235742.76880000002
68,30407.104,237233.88640000002
69,30404.608,184210.9952
70,30403.464,132138.13199999998
71,30402.84,259681.1805
