,price,amount
0,28629.72,100320.876
1,28629.72,590093.586
2,28629.622,207535.5456
3,28636.188,112557.75119999998
4,28626.486,260705.49750000003
5,28617.862,128605.1676
6,28617.862,582899.1259
7,28617.273999999998,739172.5068999999
8,28617.273999999998,119082.9014
9,28617.862,284630.9193
10,28616.98,594152.7470000001
11,28617.273999999998,150299.0911
12,28617.764,181547.5906
13,28617.862,115873.1392
14,28621.586,144305.3637
15,28621.88,102367.03
16,28622.958,161778.12689999997
17,28623.546,220897.8351
18,28618.352000000003,249505.30560000002
19,28620.998,214628.2799
20,28622.37,131838.141
21,28620.998,153005.5189
22,28618.352000000003,125949.9512
23,28618.352000000003,515422.36
24,28625.8,235520.23
25,28625.8,118212.87
26,28626.78,147135.807
27,28629.622,292139.0
28,28629.622,110370.11420000001
29,28630.602000000003,203394.1338
30,28632.267999999996,321236.51699999993
31,28632.267999999996,199987.62699999998
32,28632.953999999998,104481.0648
33,28635.012000000002,292194.0
34,28627.76,585788.236
35,28628.25,112205.21250000001
36,28638.442,108416.959
37,28638.442,105260.8858
38,28641.088,109479.0976
39,28643.342,250336.96349999998
40,28639.618,129375.09069999999
41,28644.126,122263.65209999999
42,28645.399999999998,162928.02
43,28647.262000000002,159752.3335
44,28647.752,149640.6556
45,28648.144,132073.7904
46,28648.34,474802.386
47,28649.516,142136.6804
48,28654.122,165872.2797
49,28655.2,114796.24
50,28655.2,103421.88
51,28647.752,298316.642
52,28647.752,136573.7728
53,28638.638,761641.6553
54,28639.226,170432.6184
55,28639.324,112044.0492
56,28639.422000000002,106111.9809
57,28644.028,677898.9198
58,28647.163999999997,125316.7266
59,28644.714,249179.7825
60,28641.284,124268.1016
61,28635.012000000002,987557.2812000001
62,28638.834,190389.7995
63,28640.304,120172.3776
64,28640.5,500127.425
65,28645.302,100024.71780000001
66,28643.832000000002,134626.0104
67,28643.832000000002,704696.724
68,28656.376,518387.99360000005
69,28657.062,542378.7612
70,28659.806,108029.9218
71,28660.1,173422.85
72,28660.296,150554.2896
73,28657.062,117435.4704
74,28647.556,109006.8738
75,28647.556,125347.67360000001
76,28647.556,470463.02680000005
