,price,amount
0,28921.86,100320.876
1,28921.86,590093.586
2,28921.761000000002,207535.5456
3,28928.393999999997,112557.75119999998
4,28918.593,260705.49750000003
5,28909.881,128605.1676
6,28909.881,582899.1259
7,28909.287,739172.5068999999
8,28909.287,119082.9014
9,28909.881,284630.9193
10,28908.989999999998,594152.7470000001
11,28909.287,150299.0911
12,28909.782,181547.5906
13,28909.881,115873.1392
14,28913.643,144305.3637
15,28913.94,102367.03
16,28915.029,161778.12689999997
17,28915.623,220897.8351
18,28910.376,249505.30560000002
19,28913.049,214628.2799
20,28914.435,131838.141
21,28913.049,153005.5189
22,28910.376,125949.9512
23,28910.376,515422.36
24,28917.9,235520.23
25,28917.9,118212.87
26,28918.89,147135.807
27,28921.761000000002,292139.0
28,28921.761000000002,110370.11420000001
29,28922.751,203394.1338
30,28924.433999999997,321236.51699999993
31,28924.433999999997,199987.62699999998
32,28925.127,104481.0648
33,28927.206000000002,292194.0
34,28919.88,585788.236
35,28920.375,112205.21250000001
36,28930.671000000002,108416.959
37,28930.671000000002,105260.8858
38,28933.343999999997,109479.0976
39,28935.621000000003,250336.96349999998
40,28931.858999999997,129375.09069999999
41,28936.413,122263.65209999999
42,28937.7,162928.02
43,28939.581000000002,159752.3335
44,28940.076,149640.6556
45,28940.471999999998,132073.7904
46,28940.67,474802.386
47,28941.858,142136.6804
48,28946.511000000002,165872.2797
49,28947.6,114796.24
50,28947.6,103421.88
51,28940.076,298316.642
52,28940.076,136573.7728
53,28930.869,761641.6553
54,28931.463,170432.6184
55,28931.561999999998,112044.0492
56,28931.661,106111.9809
57,28936.314,677898.9198
58,28939.482,125316.7266
59,28937.006999999998,249179.7825
60,28933.541999999998,124268.1016
61,28927.206000000002,987557.2812000001
62,28931.067,190389.7995
63,28932.552,120172.3776
64,28932.75,500127.425
65,28937.601000000002,100024.71780000001
66,28936.116,134626.0104
67,28936.116,704696.724
68,28948.788,518387.99360000005
69,28949.481,542378.7612
70,28952.253,108029.9218
71,28952.55,173422.85
72,28952.748,150554.2896
73,28949.481,117435.4704
74,28939.878,109006.8738
75,28939.878,125347.67360000001
76,28939.878,470463.02680000005
77,28944.233999999997,457698.97299999994
78,28953.54,181763.88999999998
79,28954.53,147375.633
80,28951.956000000002,584917.2444000001
81,28954.926,1113126.7966
82,28956.015,191636.172
83,28957.302,423537.104
84,28957.5,195390.0
85,28957.5,452468.25
86,28952.451,150611.23500000002
87,28955.322,108363.099
88,28958.391,107497.0575
89,28962.45,174155.015
90,28963.44,298498.968
91,28963.44,412714.392
92,28957.599,249971.35459999996
93,28957.599,116093.64689999999
94,28957.599,276120.94399999996
95,28958.489999999998,147015.52599999998
96,28963.538999999997,182060.71029999998
97,28964.034,304239.38339999993
98,28964.034,235076.781
99,28965.123,117030.8
100,28966.806,117037.6
101,28965.518999999997,500079.44519999996
102,28966.41,156330.837
103,28966.806,101500.8586
104,28967.4,138312.02000000002
105,28967.4,817846.26
106,28971.261000000002,146319.5
107,28974.231,214087.37350000002
108,28971.855,129758.793
109,28974.329999999998,109224.444
110,28975.815,102293.4075
111,28971.953999999998,124930.5774
112,28974.429,117068.4
113,28974.726000000002,134015.4246
114,28972.152,211233.3264
115,28958.193,116242.28180000001
116,28958.193,168981.29390000002
117,28959.876,216877.2936
118,28959.975,287552.075
119,28959.975,114231.0125
120,28959.578999999998,167585.28089999998
121,28961.361,142846.7937
122,28961.46,178361.638
123,28961.46,284173.356
124,28965.023999999998,292605.25759999995
125,28965.023999999998,176832.93439999997
126,28966.212,464073.8268
127,28972.053,367447.5732
128,28977.3,440162.26
129,28978.29,159322.05299999999
130,28980.567,188080.95249999998
131,28983.239999999998,134611.048
132,28983.636000000002,452378.9328
133,28983.636000000002,199782.15360000002
134,28982.052,631662.3596000001
135,28984.032,237903.2768
136,28984.23,121967.982
137,28984.131,340753.8391
138,28983.339,298586.94389999995
139,28983.438000000002,177501.6006
140,28983.339,878283.0
141,28976.013,155416.797
142,28979.576999999997,146507.8615
143,28979.676,122973.35239999999
144,28979.676,112903.64680000002
145,28984.23,146385.0
146,28979.775,113226.03
147,28974.429,159973.9686
148,28974.528000000002,274760.4736
149,28976.904,117810.14
150,28977.893999999997,196552.079
151,28981.953,146461.3241
152,28976.211000000003,266229.9144
153,28978.686,126159.734
154,28981.656000000003,151085.1784
155,28983.636000000002,141902.71080000003
156,28986.704999999998,125491.93699999999
157,28986.704999999998,148652.0215
158,28986.704999999998,206186.239
159,28987.2,305888.16
160,28987.299,121043.93340000001
161,28990.467,121642.82819999999
162,28991.061,100560.91260000001
163,28990.764,170899.0896
164,28991.951999999997,147448.968
165,28992.15,245554.725
166,28992.249,185052.5469
167,28992.348,300495.4372
168,28992.546000000002,143234.8914
169,28993.338,101564.5416
170,28993.733999999997,109971.18299999999
171,28995.021,124620.0145
172,28995.12,989085.0480000001
173,28995.218999999997,161699.60009999998
174,28996.703999999998,207663.264
175,28996.11,339313.065
176,28997.1,424997.89999999997
177,28997.694,172550.9246
178,28998.09,338135.304
179,28998.387,111658.4356
180,28998.486,194904.9756
181,28999.971,107856.4578
182,29000.367,123119.7399
183,29001.06,197617.32400000002
184,29002.05,618153.7949999999
185,29002.842,115659.81839999999
186,29001.456000000002,208283.184
187,29003.733,150438.5545
188,29003.832,254354.8176
189,29003.436,156882.222
190,29004.326999999997,199924.7752
191,29005.416,150857.4616
192,29005.613999999998,141043.46039999998
193,29005.811999999998,126834.50519999999
194,29006.108999999997,223727.9276
195,29006.604,665452.5151999999
196,29006.703,178142.176
197,29007.0,2769055.1
198,29007.495,151219.8805
199,29008.485,118465.9645
200,29009.178,110029.761
201,29010.663,102562.95
202,29010.96,114490.728
203,29010.168,121959.9184
204,29011.356,151943.31399999998
205,29011.653000000002,151475.9943
206,29012.643,176713.371
207,29012.247,184682.00059999997
208,29012.148,103476.6612
209,29013.336000000003,139879.4472
210,29013.732,212650.1408
211,29015.217,171863.8712
212,29014.92,126962.256
213,29015.415,281244.366
214,29015.613,113541.9038
215,29016.306,303029.8866
216,29016.9,900256.65
217,29016.503999999997,127789.856
218,29016.603,141946.8771
219,29017.197,122458.4334
220,29017.494,232726.164
221,29017.89,104288.538
222,29017.89,148342.971
223,29015.415,762519.2445
224,29015.316000000003,183265.42520000003
225,29016.701999999997,205227.21959999998
226,29016.503999999997,123041.7008
227,29016.9,310861.86
228,29016.999,105135.3287
229,29017.395,252539.26799999998
230,29017.692,251047.00199999998
231,29017.791,585661.0929
232,29017.89,481667.663
233,29018.682,102884.41799999999
234,29021.85,159414.97
235,29023.631999999998,132863.7376
236,29025.909,104815.7825
237,29026.206000000002,168586.55000000002
238,29026.404,559740.4836
239,29026.8,1707186.32
240,29026.998,266168.7756
241,29009.078999999998,214579.2783
242,29014.425,131971.67250000002
243,29014.425,132469.9
244,29017.197,101325.7071
245,29018.583,117393.3585
246,29019.375,136391.0625
247,29019.276,391936.10040000005
248,29021.948999999997,142911.1125
249,29018.979,201403.4391
250,29019.078,431475.58400000003
251,29012.742,375172.8516
252,29014.029,233665.5083
253,29018.88,101360.89600000001
254,29025.711000000003,360299.9621
255,29028.681,213668.6853
256,29028.78,128752.902
257,29030.76,152220.884
258,29025.611999999997,252464.18680000002
259,29024.918999999998,501251.5557
260,29025.018,202412.8528
261,29025.018,354515.6744
262,29025.413999999997,112466.14959999999
263,29031.255,230783.815
264,29030.76,152338.18000000002
265,29031.75,324011.925
266,29029.176,187370.136
267,29029.176,102012.62960000001
268,29029.176,121951.8616
269,29031.156000000003,227264.1
270,29031.156000000003,100846.6116
271,29033.631,139742.6785
272,29033.73,299633.95900000003
273,29033.828999999998,100122.7194
274,29034.225,147018.7575
275,29034.72,117781.248
276,29036.7,206131.24
277,29033.828999999998,1038589.9194
278,29038.68,118765.26800000001
279,29039.571,143027.22040000002
280,29039.67,338062.825
281,29040.66,304017.576
282,29041.65,194755.065
283,29042.541,161112.7628
284,29043.036,127437.32160000001
285,29038.878,631844.9202
286,29040.462,108124.3868
287,29043.036,132717.87360000002
288,29043.63,199931.655
289,29027.295,379348.629
290,29015.811,348775.91000000003
291,29016.503999999997,419420.376
292,29020.166999999998,139062.2952
293,29020.266,138769.6356
294,29018.979,293121.0
295,29014.523999999998,683160.156
296,29015.514,527203.0967999999
297,29014.623,214884.0564
298,29015.811,352527.44920000003
299,29017.988999999998,140370.85789999997
300,29020.464,138301.5648
301,29020.464,176848.9488
302,29020.464,740549.4768000001
303,29020.563000000002,151551.829
304,29020.563000000002,647950.0248
305,29020.662,139123.2948
306,29021.85,138747.895
307,29025.711000000003,141375.7358
308,29026.107,116808.0912
309,29026.898999999998,101476.86609999998
310,29026.898999999998,200051.0423
311,29023.236,102607.40000000001
312,29015.514,527554.7999999999
313,28998.683999999997,365354.1268
314,28998.783,437266.49760000006
315,29000.268,111607.092
316,29004.426,253422.51
317,29007.0,169910.7
318,29014.623,279536.84260000003
319,29016.9,114836.58
320,29016.207,145051.72569999998
321,29011.554,1165033.6776
322,29011.653000000002,463102.17410000006
323,29020.266,117458.7938
324,29020.266,141994.10960000003
325,29021.85,267411.43
326,29016.009,173099.5446
327,29016.009,329991.1569
328,29022.84,176804.796
329,29022.939,281141.399
330,29022.939,144792.2179
331,29024.82,491662.86
332,29026.8,201604.32
333,29022.939,1087656.6261
334,29030.561999999998,139082.78340000001
335,29031.651,130906.35360000002
336,29031.75,151111.72499999998
337,29036.601000000002,131867.23040000003
338,29036.601000000002,129638.15800000001
339,29036.601000000002,262649.25450000004
340,29038.779,168512.91449999998
341,29038.878,983127.3474000001
342,29043.729,368826.02119999996
343,29033.631,686190.8062
344,29033.73,100855.553
345,29034.126,129216.5244
346,29035.908,257950.314
347,29036.997,293303.0
348,29033.73,239015.05000000002
349,29033.828999999998,264618.42329999997
350,29035.808999999997,144651.1212
351,29027.691000000003,180001.0051
352,29027.691000000003,338421.8278
353,29032.146,146978.9048
354,29026.8,101095.36
355,29023.137,227816.9673
356,29023.137,310606.1985
357,29026.206000000002,247690.29120000004
358,29026.8,619209.08
359,29026.206000000002,102676.5388
360,29023.137,249833.5086
361,29004.723,336571.9776
362,28998.585,204776.87649999998
363,28998.683999999997,105449.76
364,28992.249,200046.51810000002
365,28992.249,132163.6563
366,28990.467,191073.5325
367,28992.249,179459.09279999998
368,28982.349,155714.25689999998
369,28983.438000000002,121262.02040000001
370,28971.36,138506.512
371,28973.142,183789.22400000002
372,28974.924,122192.23
373,28969.875,117050.0
374,28969.578,499008.29660000006
375,28968.488999999998,108470.89769999999
376,28968.291,180013.05680000002
377,28967.499,216583.2602
378,28967.499,880904.5706
379,28970.37,102274.185
380,28969.182,157545.5312
381,28964.034,366380.4018
382,28954.332,387841.8148
383,28958.589,251062.1913
384,28963.836000000003,107166.1932
385,28965.816000000003,129673.22880000001
386,28963.043999999998,130626.25399999999
387,28953.936,196740.53280000002
388,28948.986,113485.8734
389,28947.698999999997,128890.36080000001
390,28947.798,194535.0506
391,28940.67,228075.86599999998
392,28945.026,127972.0998
393,28940.471999999998,495495.95999999996
394,28944.828,139461.444
395,28935.423,188518.665
396,28935.423,153474.6527
397,28935.027,210758.0603
398,28928.889,188329.9895
399,28928.889,301327.98319999996
400,28928.889,143387.93769999998
401,28921.364999999998,114224.785
402,28920.078,185964.8652
403,28920.078,100431.5436
404,28926.611999999997,312319.7532
405,28928.889,133686.5325
406,28925.918999999998,177266.2127
407,28925.918999999998,166981.4415
408,28928.889,129069.59869999999
409,28929.582,119809.37999999999
410,28938.293999999998,107130.14899999999
411,28930.473,135505.6599
412,28933.938000000002,162059.279
413,28933.938000000002,161650.1122
414,28935.819,109166.95349999999
415,28940.273999999998,121666.08119999999
416,28941.66,118719.274
417,28942.253999999997,237765.00179999997
418,28942.353,155937.8898
419,28942.451999999997,797700.7528
420,28938.888,149371.432
421,28948.689,131994.3254
422,28948.095,112137.3175
423,28947.006,115495.63
424,28945.718999999997,116016.7808
425,28940.076,300801.396
426,28937.7,100375.82
427,28936.017,144913.9114
428,28929.978,107040.91859999999
429,28937.106,114316.18340000001
430,28937.7,202417.75
431,28938.195,158137.005
432,28927.998,104082.3524
433,28927.998,141075.1256
434,28927.998,204541.4
435,28923.246000000003,469549.9088
436,28925.325,811194.6699999999
437,28925.82,205986.9
438,28926.216,373937.0832
439,28927.701,139612.68219999998
440,28927.8,149460.30000000002
441,28930.473,183167.8836
442,28911.168,190434.0672
443,28911.168,114242.9184
444,28911.168,102620.0448
445,28900.872,102641.8848
446,28901.07,165787.04700000002
447,28901.763,437963.8874
448,28898.496000000003,228823.5456
449,28898.595,102721.3695
450,28898.694,129372.73920000001
451,28898.892,111479.66519999999
452,28909.881,359913.4175
453,28912.95,105634.485
454,28903.941000000003,102010.47460000002
455,28906.613999999998,1596959.0298
456,28906.713,188419.21110000001
457,28907.505,668756.1485
458,28909.386000000002,104628.6162
459,28909.98,144316.284
460,28910.178,139498.9094
461,28910.573999999997,179508.3822
462,28910.277,123292.11060000001
463,28890.477,429154.9038
464,28894.14,256399.01
465,28893.249,119658.90999999999
466,28886.319,179445.315
467,28886.418,131972.9986
468,28885.725,108715.365
469,28885.725,787442.37
470,28883.349,116904.62569999999
471,28883.646,175052.40000000002
472,28883.151,150600.8338
473,28879.983,199826.145
474,28876.418999999998,335433.14999999997
475,28876.418999999998,114338.95199999999
476,28882.953,128193.6318
477,28881.27,287529.088
478,28874.439,156505.2926
479,28882.953,182867.0196
480,28878.003,113411.7936
481,28877.904,102531.144
482,28876.32,244982.03199999998
483,28871.864999999998,218726.25
484,28866.42,668068.096
485,28863.846,113764.3708
486,28867.113,168099.9055
487,28867.113,289720.8432
488,28883.349,145758.7996
489,28883.349,168019.4009
490,28879.092,104577.318
491,28887.506999999998,150302.57429999998
492,28885.823999999997,249760.256
493,28883.349,247317.3227
494,28887.012,219745.5428
495,28886.517,250670.77529999998
496,28888.2,135395.19999999998
497,28888.2,334431.98
498,28895.625,191674.3125
499,28899.189,135038.0286
500,28899.585,204953.5215
501,28896.218999999997,207089.56949999998
502,28893.942,127512.76019999999
503,28893.942,139099.5228
504,28893.942,197062.52159999998
505,28899.09,151005.043
506,28901.763,200122.81350000002
507,28895.13,145964.187
508,28899.981,139508.0901
509,28899.189,185451.05829999998
510,28900.278000000002,140326.90540000002
511,28901.565,178956.155
512,28904.535,238097.4575
513,28900.971,956125.8608000001
514,28899.783,993627.0846
515,28899.881999999998,266813.052
516,28900.079999999998,125408.83200000001
517,28905.822,204180.21540000002
518,28905.426,149052.727
519,28906.02,112762.676
520,28908.0,215379.2
521,28915.128,107132.0096
522,28910.178,390725.43600000005
523,28903.446,107001.141
524,28901.466,368012.0004
525,28901.466,324105.1268
526,28900.773,262734.3
527,28898.694,185039.2134
528,28896.218999999997,555683.0478
529,28858.401,304091.75680000003
530,28858.5,122546.59999999999
531,28858.599,381195.8577
532,28858.797,148462.4779
533,28858.995,110888.502
534,28859.985,208695.58849999998
535,28860.084,192138.1956
536,28860.381,157099.5891
537,28848.698999999997,154588.23049999998
538,28847.61,106823.574
539,28851.57,148512.728
540,28852.659,164168.71529999998
541,28853.451,120747.3207
542,28854.045,116465.418
543,28823.85,140276.06999999998
544,28790.288999999997,147499.3392
545,28790.288999999997,145260.0945
546,28779.003,102005.5773
547,28749.6,136749.36
548,28757.421000000002,126939.323
549,28748.114999999998,131021.71199999998
550,28741.581000000002,144085.31970000002
551,28738.413,219398.9146
552,28738.512,136870.792
553,28738.611,197309.4333
554,28741.68,222123.832
555,28742.967,104810.21299999999
556,28746.432,232120.17919999998
557,28749.006,136601.3376
558,28751.183999999997,111142.20319999999
559,28749.006,152660.1258
560,28756.628999999997,102623.4043
561,28753.659,108799.19859999999
562,28754.352,150858.6912
563,28754.451,139473.6098
564,28753.461000000003,178097.1948
565,28753.361999999997,228080.9614
566,28753.461000000003,792637.0749
567,28743.462,130506.931
568,28743.363,265542.22020000004
569,28734.057,188512.8285
570,28715.742,143114.6172
571,28714.058999999997,111984.8301
572,28711.287,101794.563
573,28712.771999999997,130454.5944
574,28713.366,120422.1168
575,28713.465,586189.7385
576,28714.454999999998,122369.98550000001
577,28716.534,180711.11800000002
578,28717.227,142251.79919999998
579,28715.94,129511.79
580,28717.92,152553.07200000001
581,28718.514,113713.71199999998
582,28722.771,138971.791
583,28715.742,181518.2964
584,28718.018999999997,184839.6132
585,28715.247,111960.458
586,28691.685,160789.362
587,28660.5,106130.7
588,28628.424,361990.5168
589,28629.513,171632.4845
590,28630.008,227594.10400000002
591,28630.503,129733.7742
592,28630.898999999998,112875.1503
593,28632.087,108107.8194
594,28635.255,139734.25950000001
595,28634.561999999998,122665.83579999999
596,28638.126,127598.76139999999
597,28639.413,142213.4892
598,28640.997,142481.72749999998
599,28642.482,144659.0
600,28642.878,165260.72639999999
601,28643.373,138876.96
602,28643.868000000002,124904.62440000002
603,28644.759,154999.9737
604,28613.573999999997,468106.50960000005
605,28630.008,146041.96
606,28642.68,108610.728
607,28645.353,101271.45
608,28632.087,118895.46429999999
609,28634.76,120873.39600000001
610,28637.433,118570.5433
611,28611.099,110600.68269999999
612,28541.7,149252.90999999997
613,28541.7,101308.62
614,28548.036,106175.6248
615,28555.163999999997,139660.7112
616,28561.401,122323.57600000002
617,28568.331000000002,144544.2121
618,28565.856,124362.46399999999
619,28571.201999999997,156477.8356
620,28575.36,154537.856
621,28576.944,347166.57119999995
622,28578.231,149934.6786
623,28579.815,171680.9695
624,28562.093999999997,100371.2374
625,28563.678,238838.51160000003
626,28571.4,522654.6
627,28575.261000000002,104487.31800000001
628,28575.261000000002,156355.7463
629,28582.686,165086.66520000002
630,28583.181,185877.2922
631,28565.856,140203.5296
632,28559.025,149978.1525
633,28565.262,111635.35220000001
634,28552.293,278918.40969999996
635,28552.293,144203.5
636,28539.918,115312.8
637,28541.006999999998,136362.589
638,28540.314,115314.4
639,28541.204999999998,115318.0
640,28541.304,115318.4
641,28552.095,265822.8885
642,28558.926,198441.2646
643,28557.045,147429.3505
644,28559.916,148713.502
645,28555.758,125703.02359999999
646,28562.787,175502.4579
647,28563.678,492333.94080000004
648,28562.985,107529.5405
649,28564.866,161146.239
650,28565.658,167989.1524
651,28568.232,120303.99919999999
652,28567.538999999997,176310.771
653,28567.836000000003,215730.44640000002
654,28569.321,231267.2106
655,28570.212,150412.0656
656,28572.192,163958.2048
657,28572.786,116455.74900000001
658,28572.885,152042.38199999998
659,28573.974,110861.2466
660,28550.412,149990.59879999998
661,28549.818,118265.45820000001
662,28549.323,132451.55610000002
663,28552.095,113198.9625
664,28554.075,192235.2625
665,28557.045,180486.2935
666,28559.52,100737.216
667,28560.906000000003,159912.22420000003
668,28565.46,118734.21
669,28549.916999999998,127955.5371
670,28552.788,100338.53480000001
671,28556.846999999998,150803.2284
672,28557.045,101074.632
673,28557.045,101853.4605
674,28561.401,145951.6441
675,28561.995,449981.2485
676,28566.945,212867.02349999998
677,28567.341,111643.47710000002
678,28567.043999999998,167333.6244
679,28563.678,257505.88500000004
680,28575.162,125124.57299999999
681,28575.261000000002,255820.7457
682,28575.36,298309.44
683,28580.013,148211.9058
684,28577.835,123404.2875
685,28581.102,419535.9336
686,28580.111999999997,182768.3728
687,28566.45,113919.54
688,28570.014,169573.1336
689,28566.945,158358.98400000003
690,28567.341,116664.40370000001
691,28567.736999999997,179803.6053
692,28569.42,106947.74799999999
693,28570.707,149981.7821
694,28571.103,227501.01510000002
695,28571.796000000002,122541.25840000002
696,28571.796000000002,153191.0032
697,28571.895,214866.42250000002
698,28575.162,190414.4886
699,28580.805,165913.0165
700,28581.003,100148.9893
701,28584.666,301438.296
702,28586.843999999997,245442.59999999998
703,28589.121000000003,101332.5511
704,28591.398,343039.0156
705,28591.398,184862.1602
706,28584.765,126552.5505
707,28586.448,103777.4688
708,28586.843999999997,170423.7912
709,28556.946,170447.4686
710,28557.045,158852.1685
711,28552.095,111468.5325
712,28552.986,108645.55380000001
713,28553.085,121768.81300000001
714,28530.315,118876.3125
715,28530.611999999997,114958.1932
716,28492.893,127757.5273
717,28456.163999999997,534056.0879999999
718,28493.685,114320.118
719,28493.982,114551.564
720,28495.467,172699.8
721,28495.764,124661.77160000001
722,28496.16,144179.056
723,28422.009,110099.3985
724,28419.038999999997,243599.9646
725,28425.474,167911.2848
726,28416.168,130915.29520000001
727,28429.236,167904.79080000002
728,28422.108,107889.17360000001
729,28427.058,200023.1172
730,28432.107,124067.376
731,28436.363999999998,172341.59999999998
732,28436.958,109266.8568
733,28438.146,138571.3296
734,28430.424,115588.34000000001
735,28434.78,118765.46999999999
736,28439.136000000002,101145.6544
737,28439.828999999998,145588.9428
738,28443.492,125955.8272
739,28446.759,117062.72339999999
740,28447.848,131463.54
741,28448.541,110087.2329
742,28451.511000000002,238101.78650000002
743,28452.203999999998,132259.6392
744,28452.402,105388.84659999999
745,28453.095,150025.41
746,28454.579999999998,112007.574
747,28456.56,131245.104
748,28457.253,112822.9475
749,28462.599,126356.68949999998
750,28458.342,170002.66119999997
751,28457.648999999998,167037.7761
752,28457.352,169306.87199999997
753,28462.302,169307.5722
754,28465.271999999997,130537.712
755,28469.628,110025.0472
756,28467.945,120945.63300000002
757,28470.518999999997,112731.752
758,28470.618000000002,117132.14860000001
759,28467.351000000002,234783.7585
760,28473.291,126461.67730000001
761,28474.38,159053.86000000002
762,28474.281000000003,309995.75820000004
763,28475.964,132111.2148
764,28475.271,140708.1068
765,28477.053,125730.50370000002
766,28479.131999999998,101719.4048
767,28478.637,126658.01889999998
768,28479.924,127958.28480000001
769,28481.31,130783.87400000001
770,28480.32,120710.52799999999
771,28482.795,130186.51250000001
772,28484.775,115694.2225
773,28484.874,238582.39919999999
774,28485.369,169991.4748
775,28485.666,132386.41340000002
776,28487.745,166178.5125
777,28488.537,171046.3272
778,28488.735,119393.6985
779,28492.2,124617.40000000001
780,28492.497,308524.816
781,28493.19,113541.045
782,28493.982,178734.978
