time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1694755835083,BUY,LIMIT,IOC,0.001,27482.5,26948.2,FILLED,0.001,0.001
1694755835083,BUY,LIMIT,IOC,0.001,27482.5,26948.2,FILLED,0.001,0.001
1694775193352,BUY,LIMIT,IOC,0.005,27417.4,26954.0,FILLED,0.005,0.005
1694775193352,BUY,LIMIT,IOC,0.005,27417.4,26954.0,FILLED,0.005,0.005
1694817577082,BUY,LIMIT,IOC,0.001,27483.4,26966.2,FILLED,0.001,0.001
1694817577082,BUY,LIMIT,IOC,0.001,27483.4,26966.2,FILLED,0.001,0.001
1694818177858,BUY,LIMIT,IOC,0.004,27653.5,27159.9,FILLED,0.004,0.004
1694818177858,BUY,LIMIT,IOC,0.004,27653.5,27159.9,FILLED,0.004,0.004
1694818246332,BUY,LIMIT,IOC,0.001,27714.7,27200.0,FILLED,0.001,0.001
1694818246332,BUY,LIMIT,IOC,0.001,27714.7,27200.0,FILLED,0.001,0.001
1694819253600,BUY,LIMIT,IOC,0.001,27725.9,27222.0,FILLED,0.001,0.001
1694819253600,BUY,LIMIT,IOC,0.001,27725.9,27222.0,FILLED,0.001,0.001
1694819255161,BUY,LIMIT,IOC,0.002,27744.1,27234.4,FILLED,0.002,0.002
1694819255161,BUY,LIMIT,IOC,0.002,27744.1,27234.4,FILLED,0.002,0.002
