time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1705115491116,SELL,LIMIT,IOC,0.531,44256.3,44663.9,FILLED,0.059,0.531
1705115491116,SELL,LIMIT,IOC,0.531,44256.3,44663.9,FILLED,0.059,0.531
1705140426496,SELL,LIMIT,IOC,0.014,44509.8,44941.2,FILLED,0.014,0.014
1705140426496,SELL,LIMIT,IOC,0.014,44509.8,44941.2,FILLED,0.014,0.014
1705140710300,SELL,LIMIT,IOC,0.008,44459.2,44889.1,FILLED,0.001,0.008
1705140710300,SELL,LIMIT,IOC,0.008,44459.2,44889.1,FILLED,0.001,0.008
1705140712558,SELL,LIMIT,IOC,0.001,44445.4,44889.0,FILLED,0.001,0.001
1705140712558,SELL,LIMIT,IOC,0.001,44445.4,44889.0,FILLED,0.001,0.001
1705140745277,SELL,LIMIT,IOC,0.172,44427.0,44864.2,FILLED,0.007,0.172
1705140745277,SELL,LIMIT,IOC,0.172,44427.0,44864.2,FILLED,0.007,0.172
1705145739491,SELL,LIMIT,IOC,0.004,44344.0,44755.6,FILLED,0.004,0.004
1705145739491,SELL,LIMIT,IOC,0.004,44344.0,44755.6,FILLED,0.004,0.004
1705146688239,SELL,LIMIT,IOC,0.088,44287.0,44719.1,FILLED,0.013,0.088
1705146688239,SELL,LIMIT,IOC,0.088,44287.0,44719.1,FILLED,0.013,0.088
1705164030121,SELL,LIMIT,IOC,0.448,44558.7,44963.9,FILLED,0.068,0.448
1705164030121,SELL,LIMIT,IOC,0.448,44558.7,44963.9,FILLED,0.068,0.448
