time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1708214519154,BUY,LIMIT,IOC,0.005,51877.58,51671.00,FILLED,0.005,0.005
1708214519154,BUY,LIMIT,IOC,0.005,51877.58,51671.00,FILLED,0.005,0.005
1708214721520,BUY,LIMIT,IOC,0.003,51620.81,51620.81,FILLED,0.003,0.003
1708214721520,BUY,LIMIT,IOC,0.003,51620.81,51620.81,FILLED,0.003,0.003
1708215319212,BUY,LIMIT,IOC,0.002,51411.63,51411.63,FILLED,0.002,0.002
1708215319212,BUY,LIMIT,IOC,0.002,51411.63,51411.63,FILLED,0.002,0.002
1708215468687,BUY,LIMIT,IOC,0.065,51874.66,51674.50,FILLED,0.065,0.065
1708215468687,BUY,LIMIT,IOC,0.065,51874.66,51674.50,FILLED,0.065,0.065
1708215653169,BUY,LIMIT,IOC,0.198,51955.98,51756.10,FILLED,0.198,0.198
1708215653169,BUY,LIMIT,IOC,0.198,51955.98,51756.10,FILLED,0.198,0.198
1708215673468,BUY,LIMIT,IOC,0.025,51964.62,51766.00,FILLED,0.025,0.025
1708215673468,BUY,LIMIT,IOC,0.025,51964.62,51766.00,FILLED,0.025,0.025
1708215679965,BUY,LIMIT,IOC,0.249,51978.75,51777.70,FILLED,0.249,0.249
1708215679965,BUY,LIMIT,IOC,0.249,51978.75,51777.70,FILLED,0.249,0.249
1708215714914,BUY,LIMIT,IOC,0.114,51995.21,51791.30,FILLED,0.114,0.114
1708215714914,BUY,LIMIT,IOC,0.114,51995.21,51791.30,FILLED,0.114,0.114
1708216587142,SELL,LIMIT,IOC,0.073,51421.59,51628.10,FILLED,0.073,0.073
1708216587142,SELL,LIMIT,IOC,0.073,51421.59,51628.10,FILLED,0.073,0.073
1708216607266,SELL,LIMIT,IOC,0.091,51420.10,51625.90,FILLED,0.010,0.091
1708216607266,SELL,LIMIT,IOC,0.091,51420.10,51625.90,FILLED,0.010,0.091
1708216733280,SELL,LIMIT,IOC,0.963,51407.61,51607.00,FILLED,0.383,0.963
1708216733280,SELL,LIMIT,IOC,0.963,51407.61,51607.00,FILLED,0.383,0.963
1708216734333,SELL,LIMIT,IOC,1.373,51384.63,51600.00,FILLED,0.029,1.373
1708216734333,SELL,LIMIT,IOC,1.373,51384.63,51600.00,FILLED,0.029,1.373
1708216736070,SELL,LIMIT,IOC,0.972,51383.56,51578.30,FILLED,0.179,0.972
1708216736070,SELL,LIMIT,IOC,0.972,51383.56,51578.30,FILLED,0.179,0.972
1708216737266,SELL,LIMIT,IOC,0.032,51387.34,51579.40,FILLED,0.032,0.032
1708216737266,SELL,LIMIT,IOC,0.032,51387.34,51579.40,FILLED,0.032,0.032
1708216738470,SELL,LIMIT,IOC,0.893,51375.67,51579.40,FILLED,0.518,0.893
1708216738470,SELL,LIMIT,IOC,0.893,51375.67,51579.40,FILLED,0.518,0.893
1708216740696,SELL,LIMIT,IOC,0.756,51371.28,51576.10,FILLED,0.024,0.756
1708216740696,SELL,LIMIT,IOC,0.756,51371.28,51576.10,FILLED,0.024,0.756
1708216763565,SELL,LIMIT,IOC,0.004,51369.41,51574.60,FILLED,0.004,0.004
1708216763565,SELL,LIMIT,IOC,0.004,51369.41,51574.60,FILLED,0.004,0.004
1708217313380,SELL,LIMIT,IOC,0.003,51511.51,51632.80,FILLED,0.003,0.003
1708217313380,SELL,LIMIT,IOC,0.003,51511.51,51632.80,FILLED,0.003,0.003
1708217365812,SELL,LIMIT,IOC,0.097,51411.36,51615.60,FILLED,0.097,0.097
1708217365812,SELL,LIMIT,IOC,0.097,51411.36,51615.60,FILLED,0.097,0.097
1708217367232,SELL,LIMIT,IOC,0.003,51897.63,51897.63,FILLED,0.003,0.003
1708217367232,SELL,LIMIT,IOC,0.003,51897.63,51897.63,FILLED,0.003,0.003
1708217444434,SELL,LIMIT,IOC,0.044,51420.02,51608.70,FILLED,0.027,0.044
1708217444434,SELL,LIMIT,IOC,0.044,51420.02,51608.70,FILLED,0.027,0.044
1708217446738,BUY,LIMIT,IOC,0.386,51810.25,51608.80,FILLED,0.386,0.386
1708217446738,BUY,LIMIT,IOC,0.386,51810.25,51608.80,FILLED,0.386,0.386
1708217506244,SELL,LIMIT,IOC,0.004,51477.27,51640.30,FILLED,0.004,0.004
1708217506244,SELL,LIMIT,IOC,0.004,51477.27,51640.30,FILLED,0.004,0.004
1708217766507,BUY,LIMIT,IOC,0.009,51871.27,51673.26,FILLED,0.007,0.009
1708217766507,BUY,LIMIT,IOC,0.009,51871.27,51673.26,FILLED,0.007,0.009
1708217768094,BUY,LIMIT,IOC,0.188,51863.05,51675.00,FILLED,0.175,0.188
1708217768094,BUY,LIMIT,IOC,0.188,51863.05,51675.00,FILLED,0.175,0.188
1708217769192,BUY,LIMIT,IOC,0.010,51862.55,51676.30,FILLED,0.010,0.010
1708217769192,BUY,LIMIT,IOC,0.010,51862.55,51676.30,FILLED,0.010,0.010
1708217786980,BUY,LIMIT,IOC,0.185,51867.97,51676.40,FILLED,0.020,0.185
1708217786980,BUY,LIMIT,IOC,0.185,51867.97,51676.40,FILLED,0.020,0.185
1708217789222,SELL,LIMIT,IOC,0.153,51468.69,51676.30,FILLED,0.019,0.153
1708217789222,SELL,LIMIT,IOC,0.153,51468.69,51676.30,FILLED,0.019,0.153
1708218100916,BUY,LIMIT,IOC,0.023,51933.47,51751.00,FILLED,0.023,0.023
1708218100916,BUY,LIMIT,IOC,0.023,51933.47,51751.00,FILLED,0.023,0.023
1708218142363,BUY,LIMIT,IOC,0.047,51962.72,51757.70,FILLED,0.047,0.047
1708218142363,BUY,LIMIT,IOC,0.047,51962.72,51757.70,FILLED,0.047,0.047
1708218221748,BUY,LIMIT,IOC,0.026,51976.77,51766.00,FILLED,0.010,0.026
1708218221748,BUY,LIMIT,IOC,0.026,51976.77,51766.00,FILLED,0.010,0.026
1708218273638,BUY,LIMIT,IOC,0.049,51979.55,51774.60,FILLED,0.010,0.049
1708218273638,BUY,LIMIT,IOC,0.049,51979.55,51774.60,FILLED,0.010,0.049
1708218297465,BUY,LIMIT,IOC,0.003,51984.66,51787.10,FILLED,0.003,0.003
1708218297465,BUY,LIMIT,IOC,0.003,51984.66,51787.10,FILLED,0.003,0.003
1708218310045,BUY,LIMIT,IOC,0.010,51979.99,51772.90,FILLED,0.010,0.010
