time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1690160270413,SELL,LIMIT,IOC,0.004,29879.91,29999.80,FILLED,0.004,0.004
1690160270413,SELL,LIMIT,IOC,0.004,29879.91,29999.80,FILLED,0.004,0.004
1690160604285,SELL,LIMIT,IOC,0.002,29889.75,29993.20,FILLED,0.002,0.002
1690160604285,SELL,LIMIT,IOC,0.002,29889.75,29993.20,FILLED,0.002,0.002
1690160758059,SELL,LIMIT,IOC,0.001,29865.93,29981.10,FILLED,0.001,0.001
1690160758059,SELL,LIMIT,IOC,0.001,29865.93,29981.10,FILLED,0.001,0.001
1690160763052,SELL,LIMIT,IOC,0.002,29864.11,29980.20,FILLED,0.002,0.002
1690160763052,SELL,LIMIT,IOC,0.002,29864.11,29980.20,FILLED,0.002,0.002
1690160796862,SELL,LIMIT,IOC,0.001,29857.94,29971.40,FILLED,0.001,0.001
1690160796862,SELL,LIMIT,IOC,0.001,29857.94,29971.40,FILLED,0.001,0.001
1690160829525,SELL,LIMIT,IOC,0.010,29845.38,29962.30,FILLED,0.010,0.010
1690160829525,SELL,LIMIT,IOC,0.010,29845.38,29962.30,FILLED,0.010,0.010
1690160841355,SELL,LIMIT,IOC,0.005,29842.31,29958.50,FILLED,0.005,0.005
1690160841355,SELL,LIMIT,IOC,0.005,29842.31,29958.50,FILLED,0.005,0.005
1690160866523,SELL,LIMIT,IOC,0.014,29838.69,29957.10,FILLED,0.014,0.014
1690160866523,SELL,LIMIT,IOC,0.014,29838.69,29957.10,FILLED,0.014,0.014
1690160867573,SELL,LIMIT,IOC,0.024,29838.44,29957.10,FILLED,0.024,0.024
1690160867573,SELL,LIMIT,IOC,0.024,29838.44,29957.10,FILLED,0.024,0.024
1690160874112,SELL,LIMIT,IOC,0.031,29838.34,29957.10,FILLED,0.031,0.031
1690160874112,SELL,LIMIT,IOC,0.031,29838.34,29957.10,FILLED,0.031,0.031
1690160983476,SELL,LIMIT,IOC,8.318,29813.33,29957.10,FILLED,8.318,8.318
1690160983476,SELL,LIMIT,IOC,8.318,29813.33,29957.10,FILLED,8.318,8.318
1690161082285,SELL,LIMIT,IOC,0.001,29836.64,29950.00,FILLED,0.001,0.001
1690161082285,SELL,LIMIT,IOC,0.001,29836.64,29950.00,FILLED,0.001,0.001
1690161083301,SELL,LIMIT,IOC,0.019,29834.06,29950.00,FILLED,0.019,0.019
1690161083301,SELL,LIMIT,IOC,0.019,29834.06,29950.00,FILLED,0.019,0.019
1690161085180,SELL,LIMIT,IOC,0.270,29829.60,29943.50,FILLED,0.025,0.270
1690161085180,SELL,LIMIT,IOC,0.270,29829.60,29943.50,FILLED,0.025,0.270
1690161086357,SELL,LIMIT,IOC,0.232,29826.44,29941.80,FILLED,0.196,0.232
1690161086357,SELL,LIMIT,IOC,0.232,29826.44,29941.80,FILLED,0.196,0.232
1690161087675,SELL,LIMIT,IOC,0.049,29823.24,29941.00,FILLED,0.049,0.049
1690161087675,SELL,LIMIT,IOC,0.049,29823.24,29941.00,FILLED,0.049,0.049
1690161088684,SELL,LIMIT,IOC,0.020,29822.47,29941.00,FILLED,0.020,0.020
1690161088684,SELL,LIMIT,IOC,0.020,29822.47,29941.00,FILLED,0.020,0.020
1690161420130,SELL,LIMIT,IOC,0.049,29820.34,29937.00,FILLED,0.049,0.049
1690161420130,SELL,LIMIT,IOC,0.049,29820.34,29937.00,FILLED,0.049,0.049
1690161428134,SELL,LIMIT,IOC,0.027,29819.61,29934.00,FILLED,0.027,0.027
1690161428134,SELL,LIMIT,IOC,0.027,29819.61,29934.00,FILLED,0.027,0.027
