time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1711324873796,BUY,LIMIT,IOC,0.012,67620.50,67369.00,FILLED,0.012,0.012
1711324873796,BUY,LIMIT,IOC,0.012,67620.50,67369.00,FILLED,0.012,0.012
1711324904252,BUY,LIMIT,IOC,0.140,67501.37,67239.93,FILLED,0.128,0.140
1711324904252,BUY,LIMIT,IOC,0.140,67501.37,67239.93,FILLED,0.128,0.140
1711324905509,BUY,LIMIT,IOC,0.003,67505.54,67243.00,FILLED,0.003,0.003
1711324905509,BUY,LIMIT,IOC,0.003,67505.54,67243.00,FILLED,0.003,0.003
1711324911256,SELL,LIMIT,IOC,0.164,66961.39,67226.20,FILLED,0.164,0.164
1711324911256,SELL,LIMIT,IOC,0.164,66961.39,67226.20,FILLED,0.164,0.164
1711324914928,SELL,LIMIT,IOC,0.018,66955.13,67214.00,FILLED,0.018,0.018
1711324914928,SELL,LIMIT,IOC,0.018,66955.13,67214.00,FILLED,0.018,0.018
1711324918071,SELL,LIMIT,IOC,0.030,66941.64,67201.10,FILLED,0.030,0.030
1711324918071,SELL,LIMIT,IOC,0.030,66941.64,67201.10,FILLED,0.030,0.030
1711324919633,SELL,LIMIT,IOC,0.694,66934.38,67214.48,FILLED,0.038,0.694
1711324919633,SELL,LIMIT,IOC,0.694,66934.38,67214.48,FILLED,0.038,0.694
1711324920912,SELL,LIMIT,IOC,0.101,66928.35,67206.90,FILLED,0.101,0.101
1711324920912,SELL,LIMIT,IOC,0.101,66928.35,67206.90,FILLED,0.101,0.101
1711324926275,SELL,LIMIT,IOC,0.007,66910.62,67177.20,FILLED,0.007,0.007
1711324926275,SELL,LIMIT,IOC,0.007,66910.62,67177.20,FILLED,0.007,0.007
1711324927359,SELL,LIMIT,IOC,0.018,66918.31,67165.00,FILLED,0.018,0.018
1711324927359,SELL,LIMIT,IOC,0.018,66918.31,67165.00,FILLED,0.018,0.018
1711324929224,SELL,LIMIT,IOC,0.045,66893.94,67172.00,FILLED,0.045,0.045
1711324929224,SELL,LIMIT,IOC,0.045,66893.94,67172.00,FILLED,0.045,0.045
1711324941477,SELL,LIMIT,IOC,0.009,66892.34,67155.00,FILLED,0.009,0.009
1711324941477,SELL,LIMIT,IOC,0.009,66892.34,67155.00,FILLED,0.009,0.009
1711324942970,SELL,LIMIT,IOC,0.022,66887.64,67160.60,FILLED,0.022,0.022
1711324942970,SELL,LIMIT,IOC,0.022,66887.64,67160.60,FILLED,0.022,0.022
1711324947693,SELL,LIMIT,IOC,0.082,66886.14,67154.50,FILLED,0.082,0.082
1711324947693,SELL,LIMIT,IOC,0.082,66886.14,67154.50,FILLED,0.082,0.082
1711324949282,SELL,LIMIT,IOC,0.764,66882.46,67139.80,FILLED,0.036,0.764
1711324949282,SELL,LIMIT,IOC,0.764,66882.46,67139.80,FILLED,0.036,0.764
1711324950436,SELL,LIMIT,IOC,0.026,66876.56,67132.80,FILLED,0.026,0.026
1711324950436,SELL,LIMIT,IOC,0.026,66876.56,67132.80,FILLED,0.026,0.026
1711324952089,SELL,LIMIT,IOC,0.021,66864.36,67124.10,FILLED,0.021,0.021
1711324952089,SELL,LIMIT,IOC,0.021,66864.36,67124.10,FILLED,0.021,0.021
1711324953123,SELL,LIMIT,IOC,0.035,66857.88,67117.00,FILLED,0.035,0.035
1711324953123,SELL,LIMIT,IOC,0.035,66857.88,67117.00,FILLED,0.035,0.035
1711324954254,SELL,LIMIT,IOC,0.021,66850.06,67108.50,FILLED,0.021,0.021
1711324954254,SELL,LIMIT,IOC,0.021,66850.06,67108.50,FILLED,0.021,0.021
1711324955573,SELL,LIMIT,IOC,0.004,66841.37,67092.70,FILLED,0.004,0.004
1711324955573,SELL,LIMIT,IOC,0.004,66841.37,67092.70,FILLED,0.004,0.004
1711324957116,SELL,LIMIT,IOC,0.089,66818.09,67090.60,FILLED,0.089,0.089
