time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1705017929210,BUY,LIMIT,IOC,0.077,46537.55,46366.70,FILLED,0.077,0.077
1705017929210,BUY,LIMIT,IOC,0.077,46537.55,46366.70,FILLED,0.077,0.077
1705018337664,SELL,LIMIT,IOC,0.024,46113.09,46290.10,FILLED,0.024,0.024
1705018337664,SELL,LIMIT,IOC,0.024,46113.09,46290.10,FILLED,0.024,0.024
1705018343526,SELL,LIMIT,IOC,0.020,46110.95,46276.20,FILLED,0.016,0.020
1705018343526,SELL,LIMIT,IOC,0.020,46110.95,46276.20,FILLED,0.016,0.020
1705018346439,SELL,LIMIT,IOC,0.024,46100.45,46277.00,FILLED,0.022,0.024
1705018346439,SELL,LIMIT,IOC,0.024,46100.45,46277.00,FILLED,0.022,0.024
1705018358623,SELL,LIMIT,IOC,0.024,46095.25,46271.50,FILLED,0.024,0.024
1705018358623,SELL,LIMIT,IOC,0.024,46095.25,46271.50,FILLED,0.024,0.024
1705018373434,SELL,LIMIT,IOC,0.039,46092.33,46257.80,FILLED,0.039,0.039
1705018373434,SELL,LIMIT,IOC,0.039,46092.33,46257.80,FILLED,0.039,0.039
1705018476898,SELL,LIMIT,IOC,0.999,46075.72,46255.17,FILLED,0.169,0.999
1705018476898,SELL,LIMIT,IOC,0.999,46075.72,46255.17,FILLED,0.169,0.999
1705018568122,SELL,LIMIT,IOC,0.025,46070.34,46253.80,FILLED,0.025,0.025
1705018568122,SELL,LIMIT,IOC,0.025,46070.34,46253.80,FILLED,0.025,0.025
1705018582258,SELL,LIMIT,IOC,0.035,46064.65,46245.30,FILLED,0.035,0.035
1705018582258,SELL,LIMIT,IOC,0.035,46064.65,46245.30,FILLED,0.035,0.035
1705018725621,SELL,LIMIT,IOC,0.003,46060.05,46238.20,FILLED,0.003,0.003
1705018725621,SELL,LIMIT,IOC,0.003,46060.05,46238.20,FILLED,0.003,0.003
1705018726630,SELL,LIMIT,IOC,0.005,46056.64,46236.60,FILLED,0.005,0.005
1705018726630,SELL,LIMIT,IOC,0.005,46056.64,46236.60,FILLED,0.005,0.005
1705018728160,SELL,LIMIT,IOC,0.014,46055.47,46235.00,FILLED,0.008,0.014
1705018728160,SELL,LIMIT,IOC,0.014,46055.47,46235.00,FILLED,0.008,0.014
1705018747071,SELL,LIMIT,IOC,0.024,46049.98,46227.50,FILLED,0.024,0.024
1705018747071,SELL,LIMIT,IOC,0.024,46049.98,46227.50,FILLED,0.024,0.024
1705018748085,SELL,LIMIT,IOC,0.017,46045.30,46222.50,FILLED,0.017,0.017
1705018748085,SELL,LIMIT,IOC,0.017,46045.30,46222.50,FILLED,0.017,0.017
1705018749273,SELL,LIMIT,IOC,0.004,46046.28,46234.50,FILLED,0.004,0.004
1705018749273,SELL,LIMIT,IOC,0.004,46046.28,46234.50,FILLED,0.004,0.004
1705018763197,SELL,LIMIT,IOC,0.013,46044.04,46228.00,FILLED,0.013,0.013
1705018763197,SELL,LIMIT,IOC,0.013,46044.04,46228.00,FILLED,0.013,0.013
1705018768003,SELL,LIMIT,IOC,0.300,46042.32,46225.50,FILLED,0.293,0.300
1705018768003,SELL,LIMIT,IOC,0.300,46042.32,46225.50,FILLED,0.293,0.300
