time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1700784491856,SELL,LIMIT,IOC,0.009,37147.33,37290.50,FILLED,0.009,0.009
1700784491856,SELL,LIMIT,IOC,0.009,37147.33,37290.50,FILLED,0.009,0.009
1700785581714,BUY,LIMIT,IOC,0.088,37484.50,37335.50,FILLED,0.014,0.088
1700785581714,BUY,LIMIT,IOC,0.088,37484.50,37335.50,FILLED,0.014,0.088
1700785645702,BUY,LIMIT,IOC,0.720,37474.23,37332.70,FILLED,0.013,0.720
1700785645702,BUY,LIMIT,IOC,0.720,37474.23,37332.70,FILLED,0.013,0.720
1700786032185,BUY,LIMIT,IOC,0.133,37464.72,37319.10,FILLED,0.133,0.133
1700786032185,BUY,LIMIT,IOC,0.133,37464.72,37319.10,FILLED,0.133,0.133
1700786034435,BUY,LIMIT,IOC,0.017,37465.88,37319.10,FILLED,0.017,0.017
1700786034435,BUY,LIMIT,IOC,0.017,37465.88,37319.10,FILLED,0.017,0.017
1700787375069,BUY,LIMIT,IOC,0.007,37364.04,37305.70,FILLED,0.003,0.007
1700787375069,BUY,LIMIT,IOC,0.007,37364.04,37305.70,FILLED,0.003,0.007
1700787384145,BUY,LIMIT,IOC,0.029,37455.00,37307.70,FILLED,0.029,0.029
1700787384145,BUY,LIMIT,IOC,0.029,37455.00,37307.70,FILLED,0.029,0.029
1700787775522,BUY,LIMIT,IOC,0.035,37458.38,37317.10,FILLED,0.035,0.035
1700787775522,BUY,LIMIT,IOC,0.035,37458.38,37317.10,FILLED,0.035,0.035
1700787973629,BUY,LIMIT,IOC,0.045,37509.44,37362.00,FILLED,0.045,0.045
1700787973629,BUY,LIMIT,IOC,0.045,37509.44,37362.00,FILLED,0.045,0.045
1700788071128,BUY,LIMIT,IOC,0.007,37560.02,37432.00,FILLED,0.007,0.007
1700788071128,BUY,LIMIT,IOC,0.007,37560.02,37432.00,FILLED,0.007,0.007
1700788072176,BUY,LIMIT,IOC,0.012,37550.82,37422.30,FILLED,0.012,0.012
1700788072176,BUY,LIMIT,IOC,0.012,37550.82,37422.30,FILLED,0.012,0.012
1700788073250,BUY,LIMIT,IOC,0.612,37565.16,37410.10,FILLED,0.612,0.612
1700788073250,BUY,LIMIT,IOC,0.612,37565.16,37410.10,FILLED,0.612,0.612
1700788085073,BUY,LIMIT,IOC,0.010,37568.86,37417.80,FILLED,0.010,0.010
1700788085073,BUY,LIMIT,IOC,0.010,37568.86,37417.80,FILLED,0.010,0.010
1700788087496,BUY,LIMIT,IOC,0.008,37567.85,37430.00,FILLED,0.008,0.008
1700788087496,BUY,LIMIT,IOC,0.008,37567.85,37430.00,FILLED,0.008,0.008
1700788088556,BUY,LIMIT,IOC,0.019,37571.12,37429.20,FILLED,0.019,0.019
1700788088556,BUY,LIMIT,IOC,0.019,37571.12,37429.20,FILLED,0.019,0.019
1700788092074,BUY,LIMIT,IOC,0.053,37581.08,37439.90,FILLED,0.053,0.053
1700788092074,BUY,LIMIT,IOC,0.053,37581.08,37439.90,FILLED,0.053,0.053
1700788093123,BUY,LIMIT,IOC,0.011,37579.38,37425.90,FILLED,0.011,0.011
1700788093123,BUY,LIMIT,IOC,0.011,37579.38,37425.90,FILLED,0.011,0.011
1700788142126,BUY,LIMIT,IOC,0.024,37583.30,37433.10,FILLED,0.021,0.024
1700788142126,BUY,LIMIT,IOC,0.024,37583.30,37433.10,FILLED,0.021,0.024
1700788149119,BUY,LIMIT,IOC,0.037,37583.21,37434.80,FILLED,0.020,0.037
1700788149119,BUY,LIMIT,IOC,0.037,37583.21,37434.80,FILLED,0.020,0.037
1700788502632,BUY,LIMIT,IOC,0.418,37580.67,37420.70,FILLED,0.418,0.418
1700788502632,BUY,LIMIT,IOC,0.418,37580.67,37420.70,FILLED,0.418,0.418
1700788515052,BUY,LIMIT,IOC,0.036,37585.34,37437.50,FILLED,0.036,0.036
1700788515052,BUY,LIMIT,IOC,0.036,37585.34,37437.50,FILLED,0.036,0.036
1700788516287,BUY,LIMIT,IOC,0.007,37586.70,37447.10,FILLED,0.007,0.007
1700788516287,BUY,LIMIT,IOC,0.007,37586.70,37447.10,FILLED,0.007,0.007
1700788517343,BUY,LIMIT,IOC,0.087,37592.90,37446.70,FILLED,0.087,0.087
1700788517343,BUY,LIMIT,IOC,0.087,37592.90,37446.70,FILLED,0.087,0.087
1700788518361,BUY,LIMIT,IOC,1.342,37595.08,37450.00,FILLED,0.022,1.342
1700788518361,BUY,LIMIT,IOC,1.342,37595.08,37450.00,FILLED,0.022,1.342
1700788519508,BUY,LIMIT,IOC,0.151,37596.57,37449.40,FILLED,0.151,0.151
1700788519508,BUY,LIMIT,IOC,0.151,37596.57,37449.40,FILLED,0.151,0.151
1700788520846,BUY,LIMIT,IOC,0.007,37598.72,37444.00,FILLED,0.007,0.007
1700788520846,BUY,LIMIT,IOC,0.007,37598.72,37444.00,FILLED,0.007,0.007
1700788524817,BUY,LIMIT,IOC,0.010,37597.85,37450.60,FILLED,0.010,0.010
1700788524817,BUY,LIMIT,IOC,0.010,37597.85,37450.60,FILLED,0.010,0.010
1700788525848,BUY,LIMIT,IOC,0.333,37601.52,37451.70,FILLED,0.333,0.333
1700788525848,BUY,LIMIT,IOC,0.333,37601.52,37451.70,FILLED,0.333,0.333
1700788526878,BUY,LIMIT,IOC,0.033,37603.52,37447.00,FILLED,0.033,0.033
1700788526878,BUY,LIMIT,IOC,0.033,37603.52,37447.00,FILLED,0.033,0.033
1700788530013,BUY,LIMIT,IOC,0.010,37594.67,37451.60,FILLED,0.010,0.010
1700788530013,BUY,LIMIT,IOC,0.010,37594.67,37451.60,FILLED,0.010,0.010
1700788556852,BUY,LIMIT,IOC,0.282,37602.29,37458.00,FILLED,0.282,0.282
1700788556852,BUY,LIMIT,IOC,0.282,37602.29,37458.00,FILLED,0.282,0.282
1700788557978,BUY,LIMIT,IOC,0.011,37605.75,37469.70,FILLED,0.003,0.011
1700788557978,BUY,LIMIT,IOC,0.011,37605.75,37469.70,FILLED,0.003,0.011
1700788559057,BUY,LIMIT,IOC,0.101,37616.28,37477.00,FILLED,0.101,0.101
1700788559057,BUY,LIMIT,IOC,0.101,37616.28,37477.00,FILLED,0.101,0.101
1700788560081,BUY,LIMIT,IOC,1.614,37626.14,37474.11,FILLED,0.114,1.614
1700788560081,BUY,LIMIT,IOC,1.614,37626.14,37474.11,FILLED,0.114,1.614
1700788561119,BUY,LIMIT,IOC,0.010,37623.42,37477.10,FILLED,0.010,0.010
1700788561119,BUY,LIMIT,IOC,0.010,37623.42,37477.10,FILLED,0.010,0.010
1700788575263,BUY,LIMIT,IOC,1.336,37623.56,37478.50,FILLED,0.173,1.336
1700788575263,BUY,LIMIT,IOC,1.336,37623.56,37478.50,FILLED,0.173,1.336
1700788576327,BUY,LIMIT,IOC,0.073,37624.83,37475.30,FILLED,0.073,0.073
1700788576327,BUY,LIMIT,IOC,0.073,37624.83,37475.30,FILLED,0.073,0.073
1700788591067,BUY,LIMIT,IOC,0.026,37628.15,37476.80,FILLED,0.026,0.026
1700788591067,BUY,LIMIT,IOC,0.026,37628.15,37476.80,FILLED,0.026,0.026
1700788592108,BUY,LIMIT,IOC,0.008,37627.81,37476.70,FILLED,0.008,0.008
1700788592108,BUY,LIMIT,IOC,0.008,37627.81,37476.70,FILLED,0.008,0.008
1700788598237,BUY,LIMIT,IOC,0.114,37624.01,37482.30,FILLED,0.085,0.114
1700788598237,BUY,LIMIT,IOC,0.114,37624.01,37482.30,FILLED,0.085,0.114
1700788599365,BUY,LIMIT,IOC,0.071,37628.49,37487.00,FILLED,0.071,0.071
1700788599365,BUY,LIMIT,IOC,0.071,37628.49,37487.00,FILLED,0.071,0.071
1700788600414,BUY,LIMIT,IOC,0.121,37628.03,37485.80,FILLED,0.017,0.121
