time,side,order_type,time_in_force,original_quantity,price,average_price,order_status,last_fill_quantity,accumulated_fill_quantity
1699660847141,SELL,LIMIT,IOC,0.749,37166.90,37313.50,FILLED,0.333,0.749
1699660847141,SELL,LIMIT,IOC,0.749,37166.90,37313.50,FILLED,0.333,0.749
1699660858220,SELL,LIMIT,IOC,0.065,37161.53,37306.30,FILLED,0.065,0.065
1699660858220,SELL,LIMIT,IOC,0.065,37161.53,37306.30,FILLED,0.065,0.065
1699660859569,SELL,LIMIT,IOC,0.100,37156.08,37305.00,FILLED,0.100,0.100
1699660859569,SELL,LIMIT,IOC,0.100,37156.08,37305.00,FILLED,0.100,0.100
1699661248431,BUY,LIMIT,IOC,0.019,37486.88,37375.80,FILLED,0.010,0.019
1699661248431,BUY,LIMIT,IOC,0.019,37486.88,37375.80,FILLED,0.010,0.019
1699661263878,SELL,LIMIT,IOC,0.063,37225.48,37370.00,FILLED,0.055,0.063
1699661263878,SELL,LIMIT,IOC,0.063,37225.48,37370.00,FILLED,0.055,0.063
1699661313018,BUY,LIMIT,IOC,0.071,37483.44,37364.00,FILLED,0.001,0.071
1699661313018,BUY,LIMIT,IOC,0.071,37483.44,37364.00,FILLED,0.001,0.071
1699661354777,BUY,LIMIT,IOC,1.114,37498.26,37354.43,FILLED,0.815,1.114
1699661354777,BUY,LIMIT,IOC,1.114,37498.26,37354.43,FILLED,0.815,1.114
1699661378966,BUY,LIMIT,IOC,0.612,37497.49,37348.10,FILLED,0.400,0.612
1699661378966,BUY,LIMIT,IOC,0.612,37497.49,37348.10,FILLED,0.400,0.612
1699661390040,SELL,LIMIT,IOC,0.101,37207.36,37352.50,FILLED,0.101,0.101
1699661390040,SELL,LIMIT,IOC,0.101,37207.36,37352.50,FILLED,0.101,0.101
1699661444946,SELL,LIMIT,IOC,0.003,39269.53,39269.53,FILLED,0.003,0.003
1699661444946,SELL,LIMIT,IOC,0.003,39269.53,39269.53,FILLED,0.003,0.003
1699661453092,BUY,LIMIT,IOC,0.055,37478.18,37357.80,FILLED,0.003,0.055
1699661453092,BUY,LIMIT,IOC,0.055,37478.18,37357.80,FILLED,0.003,0.055
1699661456751,BUY,LIMIT,IOC,0.097,37501.96,37358.90,FILLED,0.018,0.097
1699661456751,BUY,LIMIT,IOC,0.097,37501.96,37358.90,FILLED,0.018,0.097
1699661489779,BUY,LIMIT,IOC,0.214,37445.47,37364.50,FILLED,0.204,0.214
1699661489779,BUY,LIMIT,IOC,0.214,37445.47,37364.50,FILLED,0.204,0.214
1699661727129,SELL,LIMIT,IOC,1.259,37188.16,37335.93,FILLED,0.097,1.259
1699661727129,SELL,LIMIT,IOC,1.259,37188.16,37335.93,FILLED,0.097,1.259
1699661935120,BUY,LIMIT,IOC,1.351,37500.11,37355.76,FILLED,0.006,1.351
1699661935120,BUY,LIMIT,IOC,1.351,37500.11,37355.76,FILLED,0.006,1.351
1699662200243,BUY,LIMIT,IOC,0.007,37547.93,37401.90,FILLED,0.007,0.007
1699662200243,BUY,LIMIT,IOC,0.007,37547.93,37401.90,FILLED,0.007,0.007
1699662437263,BUY,LIMIT,IOC,0.050,37566.71,37418.70,FILLED,0.050,0.050
1699662437263,BUY,LIMIT,IOC,0.050,37566.71,37418.70,FILLED,0.050,0.050
1699662806807,SELL,LIMIT,IOC,0.006,37297.00,37353.60,FILLED,0.006,0.006
1699662806807,SELL,LIMIT,IOC,0.006,37297.00,37353.60,FILLED,0.006,0.006
1699662811535,SELL,LIMIT,IOC,0.012,37524.58,37524.58,FILLED,0.012,0.012
1699662811535,SELL,LIMIT,IOC,0.012,37524.58,37524.58,FILLED,0.012,0.012
1699662813333,SELL,LIMIT,IOC,0.021,37201.90,37347.20,FILLED,0.018,0.021
1699662813333,SELL,LIMIT,IOC,0.021,37201.90,37347.20,FILLED,0.018,0.021
1699662831286,BUY,LIMIT,IOC,0.033,37489.62,37342.00,FILLED,0.033,0.033
1699662831286,BUY,LIMIT,IOC,0.033,37489.62,37342.00,FILLED,0.033,0.033
1699662873728,SELL,LIMIT,IOC,0.004,37186.17,37326.90,FILLED,0.002,0.004
1699662873728,SELL,LIMIT,IOC,0.004,37186.17,37326.90,FILLED,0.002,0.004
1699662907272,SELL,LIMIT,IOC,0.002,37174.81,37321.60,FILLED,0.002,0.002
1699662907272,SELL,LIMIT,IOC,0.002,37174.81,37321.60,FILLED,0.002,0.002
1699662964525,SELL,LIMIT,IOC,0.021,37193.29,37315.00,FILLED,0.006,0.021
1699662964525,SELL,LIMIT,IOC,0.021,37193.29,37315.00,FILLED,0.006,0.021
1699662989786,SELL,LIMIT,IOC,0.008,37159.85,37304.10,FILLED,0.008,0.008
1699662989786,SELL,LIMIT,IOC,0.008,37159.85,37304.10,FILLED,0.008,0.008
1699662993343,SELL,LIMIT,IOC,0.258,37153.27,37296.02,FILLED,0.213,0.258
1699662993343,SELL,LIMIT,IOC,0.258,37153.27,37296.02,FILLED,0.213,0.258
1699662995169,SELL,LIMIT,IOC,0.116,37149.92,37295.00,FILLED,0.116,0.116
1699662995169,SELL,LIMIT,IOC,0.116,37149.92,37295.00,FILLED,0.116,0.116
1699663045552,SELL,LIMIT,IOC,0.005,37182.62,37322.30,FILLED,0.005,0.005
